Song Name,Song ID,Genres,Year,Main Genres
Yo No Sé Mañana,7nDIflSHQXzaa8zupxwv3U,"['cuatro venezolano', 'latin pop', 'modern salsa', 'musica nicaraguense', 'salsa', 'tropical']",2009,Pop Music
4 Minutes (feat. Justin Timberlake & Timbaland),1oHClQEgDmmbcEx12Kc5nZ,"['dance pop', 'pop']",2009,Pop Music
Good Girls Go Bad (feat. Leighton Meester),7kMfu3KUydmrFVGEAhjtyl,"['neon pop punk', 'pop punk', 'post-teen pop']",2009,Pop Music
Do I,5FVd6KXrgO9B3JPmC8OPst,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2009,Rock Music
Feel It All Around,4V0x90QcMh4ZxwHzEWOdtK,"['chillwave', 'indietronica', 'neo-synthpop']",2009,Pop Music
Carry Out (Featuring Justin Timberlake),2DHc2e5bBn4UzY0ENVFrUl,"['dance pop', 'pop', 'pop rap']",2009,Pop Music
The Good Life,55KYlnsC6nYnr3IykbmJwE,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2009,"Metal Music, Rock Music"
Say Aah (feat. Fabolous),2fQ6sBFWaLv2Gxos4igHLy,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2009,"Hip hop Music, Pop Music"
Cooler Than Me (feat. Big Sean),2DPYlWl50ydYsnnuryL5aX,"['dance pop', 'pop', 'pop dance', 'pop rap']",2009,Pop Music
Brand New Man,75QTZG8XFYKb0HQIwgCzNE,"['contemporary country', 'country', 'country road']",2009,Country Music
Haven't Met You Yet,4fIWvT19w9PR0VVBuPYpWA,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2009,"Jazz Music, Pop Music"
Bria's Interlude (feat. Omarion),4i3GraNMzBKze1WsVl38DS,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
When I Look At You,7ywzEdEuVG1lsjsRCGJfLy,['pop'],2009,Pop Music
Wait and Bleed,15DLl1r2zi07Ssq5RT1yT0,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2009,"Metal Music, Rock Music"
Beautiful,2rxQMGVafnNaRaXlRMWPde,"['contemporary country', 'country']",2009,Country Music
Monster,2UREu1Y8CO4jXkbvqAtP7g,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",2009,"Metal Music, Rock Music"
Cosmic Love,0CSTvWUps1YmpQoXXay9ol,"['baroque pop', 'modern rock', 'uk alternative pop']",2009,"Pop Music, Rock Music"
"I'm Made Of Wax, Larry, What Are You Made Of?",2dwhns14pjuxxcM5a0eOow,"['alternative metal', 'metalcore', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']",2009,"Metal Music, Pop Music"
Crying Lightning,6wVWJl64yoTzU27EI8ep20,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2009,Rock Music
Dig a Little Deeper,7kh64k3P9Fk4EsA6vOdwmj,['movie tunes'],2009,
Cowboy Casanova,6OqdF0vHI9xkqswI7EK0cD,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop']",2009,"Pop Music, Country Music"
Locos Desde Ayer,5kOerWLruDrwe8zA9HPglH,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",2009,
Everlong - Acoustic Version,3QmesrvdbPjwf7i40nht1D,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2009,"Metal Music, Rock Music"
Virtual Diva,5nJaS3PEpyPfaWiLxIGtRX,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2009,"Hip hop Music, Reggae Music, Pop Music"
Have Faith In Me,4IX6QvjOI62tyHigVsTUlv,"['alternative metal', 'metalcore', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']",2009,"Metal Music, Pop Music"
He Could Be the One,07HPV6hzecJmMJwsIX8YVU,"['pop', 'post-teen pop']",2009,Pop Music
September,3kXoKlD84c6OmIcOLfrfEs,"['disco', 'funk', 'jazz funk', 'soul']",2009,Jazz Music
Like a Prayer,1z3ugFmUKoCzGsI6jdY4Ci,"['dance pop', 'pop']",2009,Pop Music
Brick by Boring Brick,1a9YW7fATU351ok4zWjU7a,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",2009,"Pop Music, Rock Music"
THAT'S THAT,2Vy16OMt19FH30uQNTFdLk,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'instrumental hip hop']",2009,Hip hop Music
One Time,6eDApnV9Jdb1nYahOlbbUh,"['canadian pop', 'pop']",2009,Pop Music
Do You Remember,1EZJBB6bvCcrvYRlOyoHuf,['neo mellow'],2009,
My Life Would Suck Without You,4Dm32oO01YpIubCHaAtKkN,"['dance pop', 'pop', 'talent show']",2009,Pop Music
It's A Wrap,0SgbP5ZZOsUiHlE8EfeHma,"['dance pop', 'pop', 'urban contemporary']",2009,Pop Music
Enter Galactic (Love Connection Part I),0ujsBQIHVikzdQOekiu5gS,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Islands in the Stream,4mnOVRRXsaqg9Nb041xR8u,"['classic country pop', 'country', 'country dawn']",2009,"Pop Music, Country Music"
Lazy Afternoon,5JmJVj3qLsCnBsQ8IC9XLf,['reggae rock'],2009,"Reggae Music, Rock Music"
Cudi Zone,03MWa1FMygR3RrQoQytsjS,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",7GBAXK535UBq8ftRh86FXq,['movie tunes'],2009,
Rockin' That Shit,3RBGG1be9aBaSvjnw6ABkh,"['dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2009,"Hip hop Music, Pop Music"
Por un Segundo,2MioxSroS0g1mi24LLfcnq,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",2009,"Hip hop Music, Pop Music"
90 Millas (90 Miles),08XYO58FzMzn3JgEFrs7Gd,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",2009,
Solos,0WKd91LoIHCFIhDmgewjhy,"['reggaeton', 'urbano latino']",2009,Reggae Music
Ain't It The Same,2V5ZTy99M1T7KxgxLS8Lyi,"['classic texas country', 'modern southern rock', 'roots rock']",2009,"Country Music, Rock Music"
Heads Will Roll - A-Trak Remix,2idmlkd8oUaQvYEtINpLBX,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",2009,"Pop Music, Rock Music"
Better Than Me,2ACs0dJwkSsvNZvEbvFurK,"['piano rock', 'pov: indie', 'slc indie']",2009,Rock Music
El Botecito,2DzLlUtscN7QECJ6E3yvHE,[],2009,
Jars,0CD1Hybzpwc9Av6iRI2xjr,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",2009,"Metal Music, Rock Music"
Steady Mobbin,3cSuhzV7wKX5diQ8hos78P,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2009,"Hip hop Music, Pop Music"
Mi Mayor Anhelo,0bBvuLFzIjrHm9PPyvohIA,"['banda', 'musica mexicana', 'norteno']",2009,
Ice Cream Paint Job,57QFOU3f7O0gDLadxv5z8w,"['dfw rap', 'dirty south rap']",2009,
Loba,1fPCGREltHJuV3axEPydLp,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2009,Pop Music
November 18th,0JaVdpmiex2EP7bBzyKVTa,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
El Enamorado,0CcFhIRRW468bAlAwD9FFs,"['corrido', 'musica mexicana', 'norteno', 'sierreno']",2009,
Just Breathe,6i81qFkru6Kj1IEsB7KNp2,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",2009,"Metal Music, Rock Music"
Next to You,3MwHZDGwAR8RjZZBriBqmx,['modern indie folk'],2009,Folk Music
Young Forever,35srNkJVToAzYiZzron1FY,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Stuck In The Middle With You,3Vby4nGmtbDo7HDJamOWkT,['folk rock'],2009,"Folk Music, Rock Music"
Weightless,6kkwzB6hXLIONkEk9JciA6,['ambient'],2009,
Bang Bang,0puf9yIluy9W0vpMEUoAnN,"['dance pop', 'pop']",2009,Pop Music
Crazier,5vyxXfD5gLlyPxGZMEjtmd,['pop'],2009,Pop Music
Never Say Never,5GYbkDveRD2I8M5ZJ14hWn,"['canadian pop', 'pop']",2009,Pop Music
Awake My Soul,2jTkLdldm7xtHUfHKhzR7S,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",2009,"Folk Music, Rock Music"
Half of My Heart,7hR5toSPEgwFZ78jfHdANM,"['neo mellow', 'singer-songwriter']",2009,
Small Town USA,5pyB5WEAEwqwl18UaBLeBl,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",2009,"Country Music, Rock Music"
Soundtrack 2 My Life,0rFpcfF0YfvFUYsl99Bw9d,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Scream With Me,7ss73yV5efYHgm9bAQ98JM,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']",2009,Metal Music
Heads Will Roll - A-Trak Remix Radio Edit,0vBpyfpW2lARGh3AZFtWRi,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",2009,"Pop Music, Rock Music"
New Divide,6Wx88Mv6b9ofjKMKkdwOJd,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2009,"Metal Music, Rock Music"
Lemonade,26qQf1Wmyy3ZZkagqCu5kp,"['cali rap', 'dfw rap', 'rap', 'trap']",2009,
All The Right Moves,5XRHGXut00SrJUFmcn2lQF,"['piano rock', 'pop']",2009,"Pop Music, Rock Music"
Love Drunk,20X9OeC606XNwEtDBOym5u,"['neon pop punk', 'pop punk']",2009,Pop Music
Man On The Moon,78T9DulqSBWqkaxczcGBfk,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Far From Home,3DjRp5TOyy29YsfKbCWK3f,"['alternative metal', 'groove metal', 'nu metal']",2009,Metal Music
Make Her Say,7dZAPeA3Of5j5Vaef0DQ6M,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Heads Will Roll,4WiIscpBgQFm5qIyjoH7M4,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",2009,"Pop Music, Rock Music"
One Less Lonely Girl,69ghzc538EQSVon2Gm3wrr,"['canadian pop', 'pop']",2009,Pop Music
When Love Takes Over (feat. Kelly Rowland),77FULy278MulVvGWS8BfK7,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2009,Pop Music
Crystalised,33R3swWziWYmnDYvZqcZVS,"['downtempo', 'dream pop', 'indietronica']",2009,Pop Music
Naturally,1YaVmBh7EAeR54FIjuFcb5,['pop'],2009,Pop Music
Me Estas Tentando,7JVIiaJPFiZypYSOMREhhA,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2009,Reggae Music
Undo It,1Fo2N5iXRi37maMboaig7O,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop']",2009,"Pop Music, Country Music"
How He Loves,6WSFMa721PvfnspCRsGOMh,"['ccm', 'christian alternative rock', 'christian music']",2009,Rock Music
Dysfunctional,1AJx5jJQy9pKKxcnHm85RY,"['country rap', 'kansas city hip hop']",2009,"Hip hop Music, Country Music"
Abusadora,6Zdjh0uRQPt22BPckJgvEj,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2009,Reggae Music
No Llega el Olvido,2l8QQVT6hYdnT79kKCU6p6,"['banda', 'mariachi', 'musica mexicana', 'ranchera', 'regional mexicano femenil']",2009,
I And Love And You,7CEV9VwA8XO9wwxTXgYKvY,"['indie folk', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",2009,Folk Music
Fallin' For You,1le5KVGTF1xWf2aUj7ruLy,"['dance pop', 'neo mellow', 'pop']",2009,Pop Music
Evacuate The Dancefloor - Radio Edit,360ZhWvMnyXKYFG9Mqsm89,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",2009,Pop Music
Blood Bank,15WbjBy1bzH1UsUldBwwlW,"['chamber pop', 'eau claire indie', 'indie folk', 'melancholia', 'modern rock']",2009,"Folk Music, Pop Music, Rock Music"
Rock That Body,7K8XoQXZBffc4xG2xIQHMO,"['dance pop', 'pop', 'pop rap']",2009,Pop Music
Invincible,792HwhrdO3ErRKL5yRe4Ge,"['brooklyn drill', 'rap']",2009,
Take It Out On Me,1RXoCep9hxApPfx8UFsGZk,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'rap metal']",2009,"Metal Music, Rock Music"
Cornerstone,5bsnLiT00hG37qd8p2jdVl,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2009,Rock Music
Out Last Night,4QoZGQ8woaho94v629kVl1,"['contemporary country', 'country', 'country road', 'modern country rock']",2009,"Country Music, Rock Music"
Love Your Love The Most,1ejsHmXBdf1RMLAmDQdFdh,"['contemporary country', 'country', 'country road', 'modern country rock']",2009,"Country Music, Rock Music"
Know Your Enemy,5qtwzv99vOr5UTwnTixn7j,"['modern rock', 'permanent wave', 'punk', 'rock']",2009,Rock Music
Hell On The Heart,6wo9obXjAhA8Yc90sswR56,"['contemporary country', 'country', 'country road', 'modern country rock']",2009,"Country Music, Rock Music"
Swag Surfin',5ItzU5pBrFmRUudfr5RkJP,"['atl hip hop', 'futuristic swag']",2009,Hip hop Music
El Cadete,0wWKTXhLBoUsq91iGoflqy,"['cumbia sonorense', 'musica sonorense', 'tecnobanda', 'tejano']",2009,
This Is War,2D52zjCyqEIQa221lhw6uk,"['modern rock', 'post-grunge']",2009,Rock Music
Possibility,39Odj4vLKRarATkCA31gaW,"['art pop', 'electropop', 'indietronica', 'neo-synthpop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",2009,Pop Music
Mr. Highway's Thinking About The End,3VnBhHJdT7p05Wtenu4fmt,"['alternative metal', 'metalcore', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']",2009,"Metal Music, Pop Music"
Tell Me I'm A Wreck,203zTFd1zbfG0fiOG9OREv,"['neon pop punk', 'pop punk']",2009,Pop Music
Ain't Nothing 'Bout You,5dPSCeB8Ly3RxNLme5bomi,"['contemporary country', 'country', 'country road']",2009,Country Music
Check My Brain,0Fl8ciGpmcUezzgaSKvysd,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",2009,"Metal Music, Rock Music"
Friends on the Other Side,14mNTV7rsvzkVfBmRepX1X,['movie tunes'],2009,
Sideways,19DnL1HnJiijuEfaiS0Eus,"['contemporary country', 'country', 'country road', 'modern country rock']",2009,"Country Music, Rock Music"
Tonta,1A1yn53ZypVPUcV4W54j8A,"['banda', 'cumbia sonidera', 'grupera', 'gruperas inmortales', 'musica mexicana', 'musica tamaulipeca', 'norteno']",2009,
Beggin',3Wrjm47oTz2sjIgck11l5e,"['indie rock italiano', 'italian pop']",2009,"Pop Music, Rock Music"
Then,3XKbdb9GB6u3hsnUklQTav,"['contemporary country', 'country', 'country road']",2009,Country Music
Quién Es Usted,4lac6b0JIjh4hQiW9IGKea,"['banda', 'musica mexicana', 'musica sonorense', 'norteno']",2009,
Short Change Hero,7JOizhmt3HlBgQyJEa0AgK,"['bath indie', 'modern blues rock']",2009,"Blues Music, Rock Music"
Back Against the Wall,0vz64VTiPPBpcmla0QvAI9,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2009,"Blues Music, Rock Music"
Just a Friend,0aU73DSJXOwjzMakUhlL9t,[],2009,
Again,3ESSGgWzRf1xvP7G5hHMhB,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2009,"Hip hop Music, Pop Music"
Not The American Average,76LGCP0g9nVknR7HD2Jjyp,"['alternative metal', 'metalcore', 'pop punk', 'post-grunge', 'trancecore', 'uk metalcore']",2009,"Metal Music, Pop Music"
Pretty Wings - uncut,22NLm3IIR9NLG0cUYtmHMW,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",2009,
Punto y Aparte,7z2Z8mwfsoMnNArKB946gU,['corrido'],2009,
Summer Nights,6fVCBBlHif6zfqXAEHKJy8,"['chicano rap', 'g funk', 'san diego rap']",2009,
Animal,1fBl642IhJOE5U319Gy2Go,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",2009,"Pop Music, Rock Music"
Cool Down,6uJaTP7EbaHXJ5PM09s0uV,['jawaiian'],2009,
Neighbors Know My Name,6jvvpPJQJy5rMOEkLlADl6,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2009,"Hip hop Music, Pop Music"
Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,"['neo mellow', 'singer-songwriter']",2009,
September - Instrumental,6pj9JkwBA6VzYdLXvaJkPh,[],2009,
Heads Will Roll,4WiIscpBgQFm5qIyjoH7M4,"['alternative dance', 'alternative rock', 'art pop', 'chamber pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",2009,"Pop Music, Rock Music"
Su Veneno,709hAukJxapqTU9VhsiQm0,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",2009,"Hip hop Music, Pop Music"
"Hey Baby, Here's That Song You Wanted",6RbeLGGRcELEeKjMAplpap,"['melodic metalcore', 'metalcore', 'pop punk', 'screamo']",2009,"Metal Music, Pop Music"
Help I'm Alive,0cahtHEywK64NSWqm2SDTi,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']",2009,"Pop Music, Rock Music"
Deja Una Rosa En Tu Balcón,1InGWsgNYr5cYTE4JWqGqu,"['banda', 'grupera', 'musica mexicana', 'norteno']",2009,
Epiphany (I'm Leaving),3oQ5kA2PGJlztciJk3SKA0,"['contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2009,Pop Music
Gimmie That Girl,7xoBJ4hih949Jeu5ZfzBai,"['arkansas country', 'contemporary country', 'country', 'country road']",2009,Country Music
Houstatlantavegas,3XLSlQLJf3Ut0zvMUxnF1h,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Who Says,3TcL0dyCMyr0kyTTc4NLgI,['pop'],2009,Pop Music
Love Me,2XHzzp1j4IfTNp1FTn7YFg,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2009,"Hip hop Music, Pop Music"
Ghosts 'n' Stuff - Extended Mix,0KR5i46RXvDy8YzOZRvTAI,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2009,"Pop Music, Electronic Music"
Lo Intentamos,0TE6IiCnzQdFTwnWZ84JOq,"['banda', 'musica mexicana', 'norteno', 'ranchera']",2009,
World so Cold,0LPx8WfsRrXCF92YtINFtN,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2009,"Metal Music, Rock Music"
All the Above (feat. T-Pain),1z667LebVh3DtYNrVJEao0,[],2009,
American Ride,0gjqyr5z7poniYymKRwsCN,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2009,Country Music
Married Life,7iocNjLrxPHLl8njgRlv5U,"['orchestral soundtrack', 'soundtrack']",2009,
Dear Agony,0c3fJd2HRi6uHWgTljIae5,"['alternative metal', 'nu metal', 'post-grunge']",2009,Metal Music
Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,"['neo soul', 'pop', 'r&b']",2009,Pop Music
Baby I'm Yours - Digitally Remastered,0T0fkqReu2aO2H0VPUPWTo,[],2009,
Spit It Out,2yTnWN1R5j6grXC8YLf5mc,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2009,"Metal Music, Rock Music"
Uptown (feat. Bun B & Lil Wayne),0q7LGcVSpsIoSbjChtZ8lI,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Playing God,6AhwAWzSlISc5ZvGonkgdN,['instrumental rock'],2009,Rock Music
You'll Always Find Your Way Back Home,12wSL3tGk3MtbDEhfG7xy3,"['pop', 'post-teen pop']",2009,Pop Music
How You Like Me Now,7D180Q77XAEP7atBLmMTgK,"['bath indie', 'modern blues rock']",2009,"Blues Music, Rock Music"
In One Ear,2VRJIIzbhhOGaxAhwCMfZX,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2009,"Blues Music, Rock Music"
Alive (Nightmare),3HG3QFERdP3Q1b6VGahwWs,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,"Hip hop Music, Pop Music"
Y Tú - Ranchera,5Pljff877u2k9o9lwoFUoL,"['banda', 'musica mexicana', 'norteno', 'sad sierreno']",2009,
STARSTRUKK (feat. Katy Perry),1hBM2D1ULT3aeKuddSwPsK,"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']",2009,Pop Music
Into the Groove,2m0M7YqCy4lXfedh18qd8N,"['dance pop', 'pop']",2009,Pop Music
Fairytale,3MnAsEBBsEj86d03RgO4EM,[],2009,
EveryGirl In The World,1EjzkhMFJgl08Qkn2uDV1d,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2009,"Hip hop Music, Pop Music"
Whataya Want from Me,2rDwdvBma1O1eLzo29p2cr,"['dance pop', 'idol', 'pop', 'post-teen pop']",2009,Pop Music
I Get Off,0JKY13K1Io2aqXJb96UyzX,"['alternative metal', 'nu metal', 'post-grunge']",2009,Metal Music
