Song Name,Song ID,Genres,Year,Main Genres
Dios Manda Lluvia,1ZjfE0rjZ79eZb8scsRpYF,"['latin christian', 'latin worship']",2000,
The Best Day,6ON9UuIq49xXY9GPmHIYRp,['pop'],2000,Pop Music
Black Label,3tS1VMpxp9bLn46Cyh09el,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal']",2000,"Metal Music, Rock Music"
Electricity,0NNSpmyyr0I4lrMaXS8Tba,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",2000,Pop Music
Lo Doy Todo Por Ti,6MgyVKOthGKQLAXCcM6hEM,"['bachata', 'bachata dominicana']",2000,
Te Perdi,1Q8NiatGDc6YgefNwT7Jgu,"['latin pop', 'mexican pop']",2000,Pop Music
Jump in the Line,1zW2csx1vVJrKfvDrFQNVt,['calypso'],2000,
Cyber Dance - Extended Mix,4Kw6JHqFZhgpCH9iLKgKeL,"['eurobeat', 'super eurobeat']",2000,
Sólo Quería un Café,2kWYn9WboACIhmjQWRwMMX,"['cantautor', 'latin arena pop', 'latin pop']",2000,Pop Music
All I Really Want Is Love,4EtULbS8K8zZ3apaEX36oI,['chanson'],2000,
Death Letter,78ZPgT0agDUG95ByxpTNBP,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",2000,"Blues Music, Rock Music"
Lazy Days,59FHkvXahmMSZkMbC0vKRL,[],2000,
勇氣,1SNF1IdMuKPDhw9HTrdcvM,"['malaysian mandopop', 'mandopop']",2000,Pop Music
She's Got It All,4l8u5h7OjkZo2UmyUoeKYJ,"['contemporary country', 'country', 'country road', 'modern country rock']",2000,"Country Music, Rock Music"
Daddy's Home,2Vr3XMnJyu60xBUUchWUrI,[],2000,
In Key,2ptNHiOb6DbdWytP2Nsslu,"['deep smooth jazz', 'smooth jazz']",2000,Jazz Music
Junk Bond Trader,5I82Gy3FcoPGP4rzYbXADt,"['alternative rock', 'indie rock', 'melancholia', 'singer-songwriter']",2000,Rock Music
Represent,6DPrhGVJ1WTZvM9fKptnGe,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",2000,Hip hop Music
The Way You Do The Things You Do,3496rr5XSGD6n1Z1OKXovb,"['memphis soul', 'motown', 'soul']",2000,
"Nah, Nah... (feat. Nate Dogg)",0ytR1crCeDa016jH0xPa9o,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast rap']",2000,Hip hop Music
The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,"['detroit hip hop', 'hip hop', 'rap']",2000,Hip hop Music
Not Enough,55ZNNY6D8FkNFAlVceAwIZ,"['chicago rap', 'melodic rap', 'rap']",2000,
100% (feat. Tony Sunshine) (feat. Tony Sunshine),6xeB09UZ7cnexyMkYdGlMS,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']",2000,Hip hop Music
F*** You,4jVBIpuOiMj1crqd8LoCrJ,"['hip hop', 'rap', 'slap house']",2000,Hip hop Music
The Last Day of Summer,2psVFCWNGRqNY3Xs0y0ngI,[],2000,
El Pianista,3SRD0rSAbzkaJf4PKlnrcX,"['mexican rock', 'rock urbano mexicano']",2000,Rock Music
Runaway,3DK6m7It6Pw857FcQftMds,"['chicago rap', 'hip hop', 'rap']",2000,Hip hop Music
Back Where I Come From - New Recording with Kenny's Band,2gdPoGz36VlwTB8SQCinWl,"['contemporary country', 'country', 'country road', 'modern country rock']",2000,"Country Music, Rock Music"
Big Nel From Da Natti,1AHk54FiqDAikjiYqvwmAm,['alternative hip hop'],2000,Hip hop Music
Title Track,4kDgnKgZTX6puRz9EoNjle,"['ohio hip hop', 'pop rap']",2000,"Hip hop Music, Pop Music"
Y Como Es El - Balada/ Mariachi,6AY9Mxk7ISICDAUwbztVmG,"['grupera', 'gruperas inmortales']",2000,
Bodhran,6LVEYsHd4qJ1WtJZ9xhr2X,['celtic rock'],2000,Rock Music
The Middle,6GG73Jik4jUlQCkKg9JuGO,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",2001,"Metal Music, Pop Music, Rock Music"
Chop Suey!,2DlHlPMa4M17kufBvI2lEN,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
Island In The Sun,2MLHyLy5z5l5YRp7momlgw,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2001,"Pop Music, Rock Music"
Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",2001,"Metal Music, Rock Music"
Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2001,"Pop Music, Rock Music"
How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,"['alternative metal', 'canadian rock', 'post-grunge']",2001,"Metal Music, Rock Music"
Toxicity,0snQkGI5qnAmohLE7jTsTn,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
Bodies,7CpbhqKUedOIrcvc94p60Y,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal']",2001,Metal Music
Aerials,4e9eGQYsOiBcftrWXwsVco,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
Clint Eastwood,7yMiX7n9SBvadzox8T5jzT,"['alternative hip hop', 'modern rock', 'rock']",2001,"Hip hop Music, Rock Music"
Me Gustas Tu,6b37xrsNCWYIUphFBazqD6,"['latin alternative', 'world']",2001,
In Too Deep,1HNE2PX70ztbEl6MLxrpNL,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",2001,"Metal Music, Pop Music, Rock Music"
It's Been Awhile,25CMmGsl22APKhfuj4Tp7j,"['alternative metal', 'nu metal', 'post-grunge']",2001,Metal Music
Fat Lip,4KacUpvbA3Mfo05gttTjhN,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",2001,"Metal Music, Pop Music, Rock Music"
First Date,1fJFuvU2ldmeAm5nFIHcPP,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2001,"Metal Music, Pop Music, Rock Music"
Someday,7hm4HTk9encxT0LYC0J6oI,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2001,Rock Music
New Slang - 2021 Remaster,0NslHuacjxQYfUTOW3HCIV,"['albuquerque indie', 'alternative rock', 'canadian indie', 'chamber pop', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'seattle indie', 'shimmer pop', 'stomp and holler']",2001,"Pop Music, Rock Music"
Smooth Criminal,5z6xHjCZr7a7AIcy8sPBKy,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge']",2001,Metal Music
Last Nite,3SUusuA9jH1v6PVwtYMbdv,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2001,Rock Music
She Hates Me,16DhvbuyvJob4Q9GHNYu2n,"['alternative metal', 'nu metal', 'post-grunge']",2001,Metal Music
Family Affair,3aw9iWUQ3VrPQltgwvN9Xu,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2001,Pop Music
One Last Breath,42T2QQv3xgBlpQxaSP7lnK,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2001,"Metal Music, Rock Music"
Crazy Rap (Colt 45 & 2 Zig Zags),1ACZpHI5vZ5Ea4xGlkdGWM,['comedy rap'],2001,
Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",2001,Pop Music
Fell In Love With a Girl,21Qsj3cMVCx2xF2EVVNbEu,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",2001,"Blues Music, Rock Music"
Blurry,6lSr3iZTC144PKhvbPFzMp,"['alternative metal', 'nu metal', 'post-grunge']",2001,Metal Music
Wish You Were Here,6mFkJmJqdDVQ1REhVfGgd1,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",2001,Rock Music
What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2001,"Hip hop Music, Pop Music"
Sweetness,429IbFR4yp2J81CeTwF5iY,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",2001,"Metal Music, Pop Music, Rock Music"
Click Click Boom,2CGDxXXYbkPOyRXHzQbqkT,"['alternative metal', 'nu metal', 'rap metal']",2001,Metal Music
One More Time,5VEnzMXc8ocZko4M4TqnR2,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2001,"Metal Music, Pop Music, Rock Music"
U Got It Bad,7J41dYQolQJEtj3UmKLu5r,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2001,"Hip hop Music, Pop Music"
Ol' Red,5wane5dFpp8xgriui6y0c7,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",2001,"Country Music, Rock Music"
Lady - Hear Me Tonight,49X0LAl6faAusYq02PRAY6,"['disco house', 'filter house']",2001,
"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2001,Pop Music
Can't Get You out of My Head,3E7ZwUMJFqpsDOJzEkBrQ7,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",2001,Pop Music
Picture (feat. Sheryl Crow),69j0KoPJuwpnbGWrfn7Yll,['nu metal'],2001,Metal Music
Mexican Radio,419BgOz6TVQm8vvgiwXq5X,"['chicano rap', 'latin hip hop', 'texas latin rap']",2001,Hip hop Music
I Can Only Imagine,1G5S1rEr4L57ftizRHcYDP,"['ccm', 'christian alternative rock', 'christian indie', 'christian music']",2001,Rock Music
Amber,6Fe3Flc9SjE03pqwD6PVQl,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'rap rock', 'reggae fusion']",2001,"Metal Music, Reggae Music, Rock Music"
Your Body Is a Wonderland,7vFv0yFGMJW3qVXbAd9BK9,"['neo mellow', 'singer-songwriter']",2001,
Fallin',4KGGeE7RJsgLNZmnxGFlOj,['gen z singer-songwriter'],2001,
Schism,55mJleti2WfWEFNFcBduhc,"['alternative metal', 'art rock', 'nu metal', 'post-grunge', 'progressive metal', 'progressive rock', 'rock']",2001,"Metal Music, Rock Music"
U Remind Me,2QsZVnbWVSjKMXK6K3uRBL,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2001,"Hip hop Music, Pop Music"
Wherever You Will Go,5QpaGzWp0hwB5faV8dkbAz,"['neo mellow', 'pop rock', 'post-grunge']",2001,"Pop Music, Rock Music"
QKThr,4LIM4qmpHABufePRrLWbiM,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",2001,Electronic Music
Rock The Boat,0qvlhVNm7L5IWabWF5hlEL,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",2001,Pop Music
Hash Pipe,2mPMFJvQ0v27gVqe5b6nDn,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2001,"Pop Music, Rock Music"
The Rock Show,2ydUT1pFhuLDnouelIv4WH,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2001,"Metal Music, Pop Music, Rock Music"
Sonne,4w3R0GZ2rScJMKlgPJzHRq,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",2001,"Metal Music, Rock Music"
Differences,0Uyh92tLyb9JawG8lmWCzJ,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",2001,Pop Music
Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",2001,Pop Music
My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2001,"Metal Music, Rock Music"
Crawling In The Dark,1PJRDeZSoZk7gtisdTYfLi,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",2001,"Metal Music, Pop Music, Rock Music"
Youth of the Nation,0UrWr7Jnu1heq1o99ZwUd0,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",2001,"Metal Music, Rock Music"
Over the Rainbow,3oQomOPRNQ5NVFUmLJHbAV,['hawaiian'],2001,
Get the Party Started,02jcEwywffn3Tsb48fXmlW,"['dance pop', 'pop']",2001,Pop Music
Ni Parientes Somos,2ANeBRTHe6N0dq7dz7CaVJ,"['musica mexicana', 'norteno', 'ranchera']",2001,
I Must Be High,1Yc1mFmJrICDHQNzePG9wP,"['chicano rap', 'latin hip hop', 'texas latin rap']",2001,Hip hop Music
Outside,3sA7HKGzcKTVscdiTCrWpX,"['baton rouge rap', 'rap']",2001,
We're Going to Be Friends,13lZDbwonGhOflQLQIfdtZ,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",2001,"Blues Music, Rock Music"
Mama Tried - Remastered 2001,1FTlLpP6V05yJWmcIg0rlK,['bakersfield sound'],2001,
Out of Touch,7o67roCVsFiCt7Cf0ZLOJq,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",2001,Rock Music
I'm Gonna Miss Her,4ipZsAA3YuqCDSXiPoEGIv,"['contemporary country', 'country', 'country road']",2001,Country Music
Heaven Can Wait,1AZXNAVDD9ZFIEKySgflFz,"['r&b', 'soul']",2001,
Where the Party At (feat. Nelly),5mNV8Mz59bzyuQ53gTw0c0,"['atl hip hop', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",2001,"Hip hop Music, Pop Music"
Short Skirt / Long Jacket,3OOFEF20WqtsUPcRbPY3L7,"['alternative rock', 'pop rock', 'post-grunge', 'sacramento indie']",2001,"Pop Music, Rock Music"
Get Ur Freak On,6zsk6uF3MxfIeHPlubKBvR,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2001,"Hip hop Music, Pop Music"
"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,"['electro', 'filter house', 'rock']",2001,Rock Music
Bleed American,61XspFITuKmAlYdQacNCbF,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",2001,"Metal Music, Pop Music, Rock Music"
Ain't Nothing 'Bout You,5dPSCeB8Ly3RxNLme5bomi,"['contemporary country', 'country', 'country road']",2001,Country Music
A Donde Vayas,3yb8pakJMZzfiK7siLZLUM,"['grupera', 'gruperas inmortales', 'musica mexicana']",2001,
Drift Away - Single Version,6hJhVBOnkchxBsDHbLOBJP,['northern soul'],2001,
Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",2001,Rock Music
Everywhere,254bXAqt3zP6P50BdQvEsq,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",2001,Rock Music
Control,3O8NlPh2LByMU9lSRSHedm,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",2001,"Hip hop Music, Pop Music"
I'm Real (feat. Ja Rule) - Murder Remix,6MLsahMK3VvH9NUwXOktdS,"['dance pop', 'pop', 'urban contemporary']",2001,Pop Music
Break Ya Neck,7gKgd0P3dAAePiSQQBqrlf,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2001,"Hip hop Music, Pop Music"
I'm a Slave 4 U,6ldwfK0yWgTAlmIfuQkTYN,"['dance pop', 'pop']",2001,Pop Music
Hit 'Em Up Style (Oops!),4zYTZvtcww7OWKie7fxA9E,"['hip pop', 'urban contemporary']",2001,Pop Music
I'm A Believer - Radio Edit,1RC5Mb0VhnlhnMlFDnrvE0,"['pop rock', 'post-grunge']",2001,"Pop Music, Rock Music"
"Independent Women, Pt. 1",69XUpOpjzDKcfdxqZebGiI,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",2001,Pop Music
Try Again,6Wnlq1Pu3I0BajLvxn05Vr,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",2001,Pop Music
For You,464HG7mt7NNKtKY0Hco8Y8,"['alternative metal', 'nu metal', 'post-grunge']",2001,Metal Music
Is This It,0jBE7Fn78EAvmIs3dCd6GO,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2001,Rock Music
Austin,2WQAknZHrJAEQOFXe0F44P,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",2001,"Country Music, Rock Music"
Tear Away,3ENHpbTuY72FukZbwGP6bc,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal']",2001,Metal Music
Life We Live (feat. Namond Lumpkin & Edgar Fletcher),3A4S0o95OxSgRbqEnEMsn4,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']",2001,Hip hop Music
Hard To Explain,0OM9ri37LIbPc9hffwsyb1,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",2001,Rock Music
Boom,3opVsyWVYEAFK9bJAG8Opa,"['dance pop', 'pop', 'pop rap']",2001,Pop Music
Feel So Numb,6KnNDix4Owr4vNmsPhLmxD,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2001,"Metal Music, Rock Music"
People = Shit,0Y2i84QWPFiFHQfEQDgHya,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
Prison Song,3AwLxSqo1jOOMpNsgxqRNE,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
U Don't Have to Call,5PCJldueshnwqQVjS16543,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2001,"Hip hop Music, Pop Music"
Today,0u5aO1GYsIhAWCPuXdwnak,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",2001,"Metal Music, Rock Music"
Purple Pills,5IweeQZdY5XEzStLzUJG5t,"['detroit hip hop', 'gangster rap', 'hip hop']",2001,Hip hop Music
Peaches & Cream,2SLZ2rX5773RS16mcqBxG7,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",2001,"Hip hop Music, Pop Music"
I Wanna Talk About Me,3VHevS1BocAcrihLnl11DG,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2001,Country Music
Why Georgia,1c7UYTut2SBOPq64o2t0uN,"['neo mellow', 'singer-songwriter']",2001,
You Rock My World,1Lhwn4PqeGpM4LTVUowW76,"['r&b', 'soul']",2001,
I'm a Thug,6j2aNuhJJUnRj6UHcvn5PI,"['crunk', 'dirty south rap', 'miami hip hop', 'southern hip hop']",2001,Hip hop Music
Anthem Part Two,24CRDgNOgA72JLL7PHFjgB,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2001,"Metal Music, Pop Music, Rock Music"
Lady Marmalade - Single Edit,0PSZ9G584Ve27GK6ThlY6P,"['dance pop', 'pop']",2001,Pop Music
Because I Got High,0rRboI6IRuGx56Dq3UdYY4,['comedy rap'],2001,
Ladrón De Buena Suerte,0bXmkULAV5RNw9pL5iiLb8,"['grupera', 'gruperas inmortales', 'musica mexicana']",2001,
Just Like a Pill,1BpV8IGf4XsRRJf4Xuui9q,"['dance pop', 'pop']",2001,Pop Music
Love Is A Battlefield,4wYqPn3Kg3vZrkVgW2oqAG,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",2001,"Metal Music, Pop Music, Rock Music"
Something About Us,1NeLwFETswx8Fzxl2AFl91,"['electro', 'filter house', 'rock']",2001,Rock Music
ATWA,6gCVA6ja6g0foIsWv0RuSZ,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
Kung Fu Fighting,40NRm1ZLvZpUSCUXAGGZ8J,[],2001,
Rollout (My Business),4SyadrABZJIjeND1HPJS31,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2001,"Hip hop Music, Pop Music"
Pop,6WzRpISELf3YglGAh7TXcG,"['canadian contemporary r&b', 'canadian pop', 'pop']",2001,Pop Music
Como Fui A Enamorarme De Ti,6CxvpsqUxUD5xSrYCA8JHr,"['grupera', 'gruperas inmortales', 'musica mexicana']",2001,
River Flows In You,2agBDIr9MYDUducQPC1sFU,"['korean instrumental', 'neo-classical', 'new age piano']",2001,Classical Music
Stay Together For The Kids,3YD9EehnGOf88rGSZFrnHg,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",2001,"Metal Music, Pop Music, Rock Music"
Deer Dance,2SpGXD7EbexndFmmThrnsy,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2001,"Metal Music, Rock Music"
Boys Don't Cry,4dneV7C1yDt9UtyxrQY375,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",2001,Rock Music
Me Volví A Acordar De Ti,7256yGEwDkqs39TKHTeXik,"['cumbia sonidera', 'musica mexicana', 'norteno', 'ranchera']",2001,
I Want It That Way,47BBI51FKFwOMlIiX6m8ya,"['boy band', 'dance pop', 'pop']",2001,Pop Music
La Camioneta Gris,7e9vWIQWNE6r74PBC7ixdS,"['musica mexicana', 'norteno', 'ranchera']",2001,
Die MF Die,5bU4KX47KqtDKKaLM4QCzh,"['alternative metal', 'industrial metal', 'nu metal']",2001,Metal Music
Livin' It Up,7zjEyeBsaw9gV0jofJLfOM,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",2001,Hip hop Music
Can We Talk,3eRE1KwnUma75nu1HhoNY4,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",2001,
SPM vs Los,6x7j3TyqR2mUg17qsvMj9J,"['chicano rap', 'latin hip hop', 'texas latin rap']",2001,Hip hop Music
Hero,4CbKVDZkYKdv69I4bCaKUq,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",2001,"Metal Music, Rock Music"
Hella Good,6AfLmKXzhEZjwiVPs5jhdV,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",2001,"Pop Music, Rock Music"
O-o-h Child,74JdR9aXE6I74oS1BVRsvb,"['chicago soul', 'classic soul', 'motown']",2001,
Bootylicious,41nT1Sp6ChR65FbsdLlFHW,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",2001,Pop Music
Move Bitch,1Q9b6CeMcDuO0uq5OJCrqu,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2001,"Hip hop Music, Pop Music"
Ten Rounds with Jose Cuervo - Recall Mix,26J61MmE6YCWqIyROZdEgL,"['contemporary country', 'country', 'country road']",2001,Country Music
California Dreamin',4s6LhHAV5SEsOV0lC2tjvJ,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",2001,"Folk Music, Pop Music, Rock Music"
El Ultimo Adiós - Varios Artistas Version,0tzixmHNQfE6S6SirSToxW,"['latin pop', 'mexican pop', 'puerto rican pop']",2001,Pop Music
Flavor Of The Weak,5wjQihzWIKgBc1hzf5work,"['neon pop punk', 'pop rock']",2001,"Pop Music, Rock Music"
No Such Thing,0OlS52TmtK2gPaEtdmr7DN,"['contemporary country', 'country', 'country road', 'modern country rock']",2001,"Country Music, Rock Music"
Me llamo Raquel,6sr4ax5EHAsAxC4jjEaZJ0,"['banda', 'banda jalisciense', 'musica mexicana', 'tecnobanda']",2001,
Alive - Chris Lord-Alge Mix,1X4Ntw6Lbaa1ACgilCqMpr,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",2001,"Metal Music, Rock Music"
Parabola,1vxu8vMNshg5J8z3oA7QJZ,"['alternative metal', 'art rock', 'nu metal', 'post-grunge', 'progressive metal', 'progressive rock', 'rock']",2001,"Metal Music, Rock Music"
"Never Gonna Stop (The Red, Red Kroovy)",4P4V9JQhiQEP9hr4U33lEY,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2001,"Metal Music, Rock Music"
Love Don't Cost a Thing,1fgvJXlcZ7uIddMpqsqw0L,"['dance pop', 'pop', 'urban contemporary']",2001,Pop Music
Drown,1f5cbQtDrykjarZVrShaDI,"['melodic rap', 'rap', 'trap']",2001,
Amor Regresa,3nbCTU4k0l68vml8nDajwU,"['cumbia andina mexicana', 'cumbia sonidera', 'musica mexicana', 'norteno', 'ranchera', 'tropical']",2001,
All You Wanted,0kr6d8wHDQPlzuET33NVn6,"['candy pop', 'lilith', 'neo mellow', 'pop rock']",2001,"Pop Music, Rock Music"
Tribute,6crBy2sODw2HS53xquM6us,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody']",2001,"Metal Music, Rock Music"
Between Angels And Insects,24z528iI9kZu5LbkLainjI,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",2001,"Metal Music, Rock Music"
Cocky,6h2t5HKOpHjpou4cHA5OER,['nu metal'],2001,Metal Music
Te Esperaré,4TQmC5JxF3eq9kfsdQVtfp,"['banda', 'grupera', 'gruperas inmortales', 'grupero romantico', 'musica mexicana', 'norteno']",2001,
Can't Fight The Moonlight,2AogRMqARWyUP7VQ3gmSoY,"['country', 'country dawn', 'country road']",2001,Country Music
19-2000,1kSWrMDt439cT64WpjJigW,"['alternative hip hop', 'modern rock', 'rock']",2001,"Hip hop Music, Rock Music"
Underneath It All,6fR6Z0Vc1K6yQWNUIKjAIR,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",2001,"Pop Music, Rock Music"
Bloody War,5txn8epTSDJfX8pBOo3Bw7,"['chicano rap', 'latin hip hop', 'texas latin rap']",2001,Hip hop Music
Be Our Guest,2F8LPJgSVTJxukoParTyBD,['movie tunes'],2001,
Mad World,0Qv7xi6uPSqH2k82tOkGSt,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",2001,"Pop Music, Rock Music"
Tus Mentiras,3MoQ3YG2Vy3bg9m4RRWvVD,"['grupera', 'gruperas inmortales', 'musica mexicana']",2001,
Sandstorm,6Sy9BUbgFse0n0LPA5lwy5,"['eurodance', 'finnish edm']",2001,
Heart Of The City (Ain't No Love),6gpZSI0xEMTzleBc5ykOVA,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2001,"Hip hop Music, Pop Music"
