Song Name,Song ID,Genres
Country Grammar (Hot Shit),3wMUvT6eIw2L5cZFG1yH9j,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary"
Angel,1daDRI9ahBonbWD8YcxOIB,pop
Hanging By A Moment,0wqOReZDnrefefEsrIGeR4,"neo mellow, pop rock, post-grunge"
Red Red Wine,4uOKFydzAejjSFqYbv1XPt,"reggae fusion, uk reggae"
The Way I Am,23wfXwnsPZYe5A1xXRHb3J,"detroit hip hop, hip hop, rap"
Dancing in the Moonlight,0q21FNwES2bbtcduB6kjEU,soft rock
Didn't Cha Know,7pv80uUHfocFqfTytu1MVi,"afrofuturism, alternative r&b, neo soul, r&b, soul"
It's My Life,0v1XpBHnsbkCn7iJ9Ucr1l,"glam metal, rock"
My Way,2gSVKxPDww9Eep5rdvtdem,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
El Amor Soñado,587p8shYuTXUhThG3t9x60,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno"
Follow Me,4KoecuyOpZaNFZ0UqVsllc,"country, pop rock, post-grunge"
Better Off Alone,5XVjNRubJUW0iPhhSWpLCj,eurodance
Beautiful Day,1VuBmEauSZywQVtqbxNqka,"irish rock, permanent wave, rock"
Absolutely (Story of a Girl) - Radio Mix,3mNecsYFb6LQg7822DPXCP,pop rock
Teenage Dirtbag,25FTMokYEbEWHEdss5JLZS,
Digital Bath,2jSJm3Gv6GLxduWLenmjKS,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Take A Look Around,2avKuMN2QXkaG9vvHa2JLt,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
A Place for My Head,5rAxhWcgFng3s570sGO2F8,"alternative metal, nu metal, post-grunge, rap metal, rock"
Awake,6xXlurslWqFuyqTCBlErzX,"alternative metal, nu metal, post-grunge, rap metal"
Want You Bad,6hwQ69v7VbPhTTR2fOtYX7,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk"
I Hope You Dance,65B1tEOv5W294uCKbmEcFV,"country, country dawn, country road"
Mis Tres Viejas,1yxJIFPhP2EqnQ6oWJKbmP,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno"
Kill You,0kEZlJh4mK1QRfb3CT5LPk,"cloud rap, dark trap, new orleans rap, underground hip hop"
Bitch Please II,7lgvU7WnwcNZ8dbGUz8yhP,"detroit hip hop, hip hop, rap"
I'm Like A Bird,2aGw77pZqli064JiPuXYRi,"canadian latin, canadian pop, dance pop, pop"
What's Your Fantasy (Featuring Shawna),4LwOrnuxJwR7C5Sw4liY4Z,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap"
Judith,5KDNFlHAdDJ84fhK27c35X,"alternative metal, alternative rock, nu metal, rock, supergroup"
Hey Jude - Remastered 2015,0aym2LBJBk9DAYuHHutrIl,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock"
Put It On Me,2FWeNvUo79OeiHWoR1bUsO,"baton rouge rap, rap"
Secreto De Amor,47PiSg7z5qjUyEGKN4I1g7,"banda, grupera, musica mexicana, norteno, ranchera"
Hemorrhage (In My Hands),1sjrDQXqAa9V07FjKIlAQ4,"alternative metal, nu metal, post-grunge"
I Will Survive - Single Version,7cv28LXcjAC3GsXbUvXKbX,"disco, soft rock"
I Wanna Know,1m2xMsxbtxv21Brome189p,"contemporary r&b, r&b, urban contemporary"
Me Gusta Vivir De Noche,4GoBPGSNDWr9Sgi2Sc8xsj,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno"
This I Promise You,46n2EGFnPC3tzWCN1Aqe26,"boy band, dance pop, pop"
Todo Me Gusta De Ti,5gUoppDphfYsIiguGr5drh,"banda, cumbia sonidera, musica mexicana, norteno"
Passenger,7IoK6jZBxY7NMoQPoPXZCF,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Points of Authority,5egqKwgK5r5rvGD1LrtR7J,"alternative metal, nu metal, post-grunge, rap metal, rock"
By Your Side,5gUiTylvifZnUrynE4FFPu,florida rap
E.I.,4bUfMNNmiCmPXVyWzIfKeZ,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary"
Put Your Head On My Shoulder,2DpJ9T2RVRanZcYFHKOAfA,"adult standards, canadian pop, easy listening, rock-and-roll"
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Just Friends (Sunny),5jgEJXjECdlhzNgfITSTVm,"contemporary r&b, neo soul, r&b, urban contemporary"
Dig,4cg1yakyRSIOjxKM2I7J1q,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
Renegades Of Funk,5YBVDvTSSSiqv7KZDeUlXA,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
Dance Tonight,1TwVcKR6JojvPwBGbWZT36,"contemporary r&b, neo soul, new jack swing"
Abrázame Muy Fuerte,2nejvFyJeTDtMRP2nUMt0J,"cancion melodica, latin pop, mariachi, musica mexicana, ranchera"
Para No Verte Más,19CmuECYssqkPWANF4nLWM,"latin alternative, latin rock, rock en espanol, ska argentino"
If You're Gone,2f5N826udWfjT9iomeaBJt,"neo mellow, pop rock, post-grunge"
Hate To Say I Told You So,6xxXrNJnnsQNLdgNk8S4y8,"alternative rock, garage rock, garage rock revival, modern rock, rock, swedish garage rock, swedish hard rock, swedish indie rock"
Don't Panic,2QhURnm7mQDxBb5jWkbDug,"permanent wave, pop"
B.O.B. - Bombs Over Baghdad,3WibbMr6canxRJXhNtAvLU,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock"
Superman (It's Not Easy),3TwtrR1yNLY1PMPsrGQpOp,"neo mellow, piano rock, pop rock"
Only Time,6FLwmdmW77N1Pxb1aWsZmO,"celtic, middle earth, operatic pop"
Suavemente Amor,7bCNS79pv7K9iYtqAo0uIW,"cumbia sonidera, grupera, musica mexicana, tropical"
Everything In Its Right Place,2kRFrWaLWiKq48YYVdGcm8,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
I Am A Man Of Constant Sorrow - Radio Edit,0YwNdeDFbGP6AGwsQrtzdY,outlaw country
Lucky,0IktbUcnAGrvD03AWnz3Q8,"acoustic pop, dance pop, neo mellow, pop"
Me Gustas,6b37xrsNCWYIUphFBazqD6,"latin alternative, world"
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),2EduiM2UNwjCC7PsLxnOCH,"crunk, dirty south rap, gangster rap, memphis hip hop, southern hip hop, tennessee hip hop, trap"
He Wasn't Man Enough,7f1Dmr246cJ9uQYdbplTbh,"contemporary r&b, dance pop, r&b, urban contemporary"
Runaway,3DK6m7It6Pw857FcQftMds,"chicago rap, hip hop, rap"
Shape of My Heart,35o9a4iAfLl5jRmqMX9c1D,"boy band, dance pop, pop"
Papa Was A Rollin' Stone - Single Version,7MiLmLbwNoyf47xQ4TCVYp,"memphis soul, motown, soul"
Who Let The Dogs Out,1H5tvpoApNDxvxDexoaAUo,bahamian pop
Trouble,7cRggVoZ18mmvIN2EcSQ3J,modern country pop
Knife Prty,42Kv1RoTAm09FeytxiuZIB,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Loser,5PntSbMHC1ud6Vvl8x56qd,"alternative rock, anti-folk, permanent wave, rock"
Bring It On Home to Me,5EoYc5wvRYOtkudLfrjsL1,"classic soul, soul, vocal jazz"
Hot Dog,6Zj3YsYfj8YTY9aGMDnpn8,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
Cumbia De La Cobra,68uupqD2ijA27hJxtvnsLH,gruperas inmortales
Slob On My Nob (feat. Project Pat),0mXMr1OVZZKYmOinBaofOp,"crunk, dirty south rap, memphis hip hop"
Around the World (La La La La La) - Radio Version,7CvOnbFdnIoXMQ4eFCo5lB,europop
(What A) Wonderful World,29U7stRjqHU6rMiS8BfaI9,"adult standards, dixieland, harlem renaissance, jazz trumpet, new orleans jazz, swing, vocal jazz"
Modern Day Bonnie and Clyde,58rdbCe3SBJuJeWEJa8Htm,"contemporary country, country, country road, outlaw country"
D>E>A>T>H>M>E>T>A>L,4sIFi8LpJWPvI5xviWFyA6,diy emo
Un Idiota,5susfx6SX1tebTCLSxe74K,"banda, grupera, musica mexicana, norteno, ranchera"
In the End,60a0Rd6pjrkxjPbaKzXjfq,"alternative metal, nu metal, post-grunge, rap metal, rock"
99 Red Balloons,0rOTMSSa6yscfOrGnzfheM,"pop punk, punk, ska, skate punk, socal pop punk"
Tu Cariñito,5uRd1tmUAvfFGSPR5266Xp,"salsa, salsa puertorriquena"
Right Now,5Ravsw8TmHN5wBiYPPYUFw,dance pop
La Vaca,7neWp4incUBLP1XQTNWmP0,"merengue, tropical"
My Generation,6holGuk1jKHTdWyWBOZi8l,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock"
Stronger,0j2T0R9dR9qdJYsB7ciXhf,"chicago rap, hip hop, rap"
Under The Influence,5IgjP7X4th6nMNDh4akUHb,"pop rap, r&b, rap"
Tell It Like It Is,66BjgQodHebiX5QGpBAjyQ,
Rx Queen,6HgrJfzfj9WRBABdussy8z,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Breathless,4vwpjrRemuLveDgtNqy5LP,
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",2MSgFefjK0T7Iwjvr3OKqV,"classical, early romantic era, polish classical"
Sea of Love,33kKcOJoyNduHwXhEnga8X,"art pop, indie rock, melancholia, singer-songwriter, slowcore"
Song 2,1FTSo4v6BOZH9QxKc3MbVM,"alternative rock, britpop, madchester, permanent wave, rock"
With You,34SQ0QfLSR316d8KL2zkuZ,"classic texas country, contemporary country"
La Playa,2DNyZP4Py6f4zMASLBnIu6,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock"
La Bomba,0Tl84qfow6Dv0PM60zoBhb,latin pop
You Can Do It,4NTn0Yo8hTGW5tbBANBzfh,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap"
One Thing Leads To Another,2d1NMaw8arIU2Fy4BnWqLs,"album rock, new romantic, new wave, new wave pop"
3 Libras,5kHkaBN8OEQlmXfQkACxSt,"alternative metal, alternative rock, nu metal, rock, supergroup"
Sandstorm,6Sy9BUbgFse0n0LPA5lwy5,"eurodance, finnish edm"
How I Could Just Kill a Man,4K1DB7EedHPuVnhVrnvf2U,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
Morir De Amor,3opWtXcWfM3YFzrm0ffSII,"banda, musica chihuahuense, musica mexicana, norteno"
Love,26QLJMK8G0M06sk7h7Fkse,pop
Brackish,6lqwRfIHYRiJ7M9xfLqcRx,"alternative metal, canadian metal, industrial metal, nu metal"
Felicidad,3RxqFMGljx897MC9yApidW,"musica mexicana, norteno, sierreno"
Just Another Day In Paradise,4LlNoNZflek4hZyZigCxpW,"contemporary country, country, country road"
Respeta Mi Dolor,4LciRG6uwOQUOzWqClmZdV,"banda, musica mexicana, norteno"
Be Like That,5f1joOtoMeyppIcJGZQvqJ,"black americana, contemporary country, country, country road"
I Just Wanna Love U (Give It 2 Me),0s46SltT4On0Z6kglK1I5c,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
By Myself,6UzeOH4bRPzKTo2wCXMZmC,"alternative metal, nu metal, post-grunge, rap metal, rock"
(Rock) Superstar (feat. Chino Moreno & Everlast),5hYr8yRbQLFE20oS7Mi3T2,"chicano rap, gangster rap, hip hop, rap rock, west coast rap"
A Puro Dolor - Balada,28upjDakWVnHAgW2anm273,"puerto rican pop, tropical"
The Fight Song,6pfdW2NouUI3ZnugM7r0G0,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock"
Forgotten,277kkbKWZtQUpnK19WcEM6,metalcore
Lobo-hombre en París,3M1H1CWjrSq7nxABHc8EXv,"cantautor, latin alternative, latin rock, mexican rock, rock en espanol, spanish new wave, spanish pop"
Shame,2ogKhhoMClkFXek7ZgxAhN,"dance pop, pop"
Que Vuelva,6Um358vY92UBv5DloTRX9L,"corrido, musica mexicana, sad sierreno, sierreno"
My First Love,1y2wM4Qxn27EOsQnhHYA3Q,"contemporary r&b, r&b, urban contemporary"
Lebanese Blonde,6k5VMHrwv7mgPpkQSRQtQr,"downtempo, electronica, livetronica, trip hop"
La bikina - En vivo,1jxO9AwMqYynDsuMWKrPvi,"bolero, latin pop"
My Axe,4y8G3pyyBvBKd47iyvHBNj,
Faggot,09RhTAi0nuzCs5KS2XWSs5,"dance-punk, pov: indie"
Pinch Me,14QUJhbXCWO90NfZ0mXnGG,modern indie pop
A Long Walk,1CeizRCGEYPWooEeVfmyFL,"hip pop, neo soul, quiet storm, r&b, urban contemporary"
It Makes Me Ill,0gbysjaH16DW29QpUnowcx,"boy band, dance pop, pop"
7 Days,0gPQTLaqHDgdupKEok7J2x,"british soul, talent show"
Hold On Loosely,6i9dZZQWNB06HKsQYKTiPF,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, rock, soft rock, southern rock"
Pushing Me Away,1gAaRSN57UYVRI4eWRyAvP,"alternative metal, nu metal, post-grunge, rap metal, rock"
Who I Am,0N9C6owb2juxsvAFESepTe,
Stupify,5IvKtrcNWBkvyW2yXZ2Y40,"alternative metal, nu metal, rap metal, rock"
Shiver,50nfwKoDiSYg8zOCREWAm5,"pop, singer-songwriter pop, uk pop"
Back to School (Mini Maggit),0Qrb3L8JgreLBW8g4qyan9,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Case Of The Ex (Whatcha Gonna Do),1ak0S3NhwWrUgNlQhJ1412,"contemporary r&b, hip pop, r&b, urban contemporary"
If I Ever Feel Better,3AA8xNhDC0MpqwkGX3EP5V,"alternative dance, indie rock, modern rock, neo-synthpop, new rave, rock independant francais, shimmer pop"
Man Overboard,1PRknVhZ6BsVX61MPrrVsV,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk"
Dare You To Move,4x3381mYJqptPqT6OKUfmu,"ccm, christian alternative rock, christian music"
Wifey - Club Mix/Dirty Version,1NNDZc9BHaWe9JqIsPRlNV,"boy band, contemporary r&b, minneapolis sound, new jack swing, r&b, urban contemporary"
Crazy,4RMm3bonEDyYj5aJGkaJqX,florida rap
A Day Without Rain,0y6DSMwFO6cLKN1XB85cGV,"celtic, middle earth, operatic pop"
Promise,08PdFBcXzpkn1cWNgmKqhn,gen z singer-songwriter
I Won't Back Down,7gSQv1OHpkIoAdUiRLdmI6,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
The Hollow,4XDBEoD6QFnzDY5oMmNVXN,"alternative metal, alternative rock, nu metal, rock, supergroup"
Playground Love,052z2UsE2wPrHsBJ9tly0g,"ambient pop, downtempo, electronica, indietronica, trip hop"
Whoa!,7pdF27mSDuPWhppnHAmWHa,"emo rap, miami hip hop"
I Wish,35SbrfbaSpGUBX7e5BPega,colombian pop
Wonderful,6zC0mpGYwbNTpk9SKwh08f,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock"
Criminal,6Za3190Sbw39BBC77WSS1C,"latin pop, rap latina, reggaeton, urbano latino"
Separated,5S0cvScXb33JVpjTiY9Ivi,"contemporary r&b, r&b, urban contemporary"
Vegeta,74yM27tz2XeITl03hqROUV,
Hello,62PaSfnXSMyLshYJrlTuL3,"british soul, pop, pop soul, uk pop"
Green Eyes,2pFXIqKAXMtG0nnmKUAB9J,"permanent wave, pop"
Enséñame A Olvidarte,2Ku6P1U8QkOQcLEXTRxygX,"banda, musica mexicana, norteno, tejano"
Bag Lady,7BgUcOjSOlKJXASLgJ6bx1,"afrofuturism, alternative r&b, neo soul, r&b, soul"
I'm Back,3xVtc7PB4V3AqAfq4Iahli,"detroit hip hop, hip hop, rap"
Porridge,1aHaTMzj8TmpRNnbRMwjxb,
Shake Ya Ass (feat. Pharrell Williams),1jRzdY7oUBOhrylNtiMtBD,"crunk, dirty south rap, gangster rap, new orleans rap"
Day Tripper - Remastered 2015,29b2b96jozyD9GPCkOrVLs,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock"
No Strings Attached,6wOlzyu9hqu4Tjk0kPNv6e,"boy band, dance pop, pop"
When You Say Nothing At All,6HveTIMynTMzTc5L0TcS20,progressive bluegrass
Girls Dem Sugar,3j8EEMm9kbPLqByuaHmUmQ,"dancehall, jamaican dancehall, reggae fusion, soca"
Batter Up,1LnEW2Dx4pFZ4yZ4dXFY4f,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary"
Deadly Combination (feat. 2Pac),7flXreohxgJdOnh6Kc4bx0,"east coast hip hop, hardcore hip hop, harlem hip hop"
Let's Get Married,18CODOzJ5DWzWh6kAeKiSC,"atl hip hop, contemporary r&b, hip pop, r&b, urban contemporary"
Hip-Hop,1SyQ6t9RdRBK0QUCS6a797,"east coast hip hop, hip hop, new jersey rap"
Girls & Boys,65mxB9IWpmVo4qUjdGSxRB,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge"
Gripa Colombiana,33Kxt0fCaltxIuIOzM7hfs,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno"
I'll Fly Away,4rJtUMlnhJzlzlnxyoc3tb,"alternative country, canadian singer-songwriter, folk, melancholia, nashville singer-songwriter, new americana, progressive bluegrass, singer-songwriter"
Again,3ESSGgWzRf1xvP7G5hHMhB,"new jersey rap, pop rap, rap, southern hip hop, trap"
Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,australian pop
Get Off (You Can Eat a Dick),6tVqTzprCpw19k5pVKWP3v,"alternative metal, canadian metal, industrial metal, nu metal"
Pink Maggit,0FrT8a39eo6siL1yIxVGTP,"alternative metal, nu metal, rap metal, rock, sacramento indie"
Born to Fly,1zmvaeDthBdtthb4RgYr9a,"contemporary country, country, country dawn, country gospel, country road"
Drug Ballad,7tEoJKbYdIHBfn7tTIyjHW,"detroit hip hop, hip hop, rap"
The Way,2eAZfqOm4EnOF9VvN50Tyc,"hip hop, melodic rap, philly rap, rage rap, rap"
We Never Change,5TB6QgrF0RPIxSCGfRDLoe,"permanent wave, pop"
Laputa,2zYBRyHAy6dv1wb53JXFD7,diy emo
Untitled (How Does It Feel),4oPNN7syJYSjzDhRerF966,"indie soul, neo soul, soul"
Marshall Mathers,3X4Oz9LjhhtgyOhVNlfoYa,"detroit hip hop, hip hop, rap"
Raquenel Villanueva,71rQncW9uGaAg4QplpEbeL,"corrido, musica mexicana, norteno"
"To Be Young (Is to Be Sad, Is to Be High)",0aLk2Za7r0eGlLOepW2hzL,"alternative country, new americana, roots rock, singer-songwriter"
Between Me & You,4xwRtK6tfMp4yZwcDvY0gT,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary"
No Cigar,3KLkRy9l3us98SIp6mmxkk,"pop punk, punk, skate punk"
Minority,4qjfQnccStTR8zNsb6Mizo,"modern rock, permanent wave, punk, rock"
Danger (Been So Long) (feat. Nivea),0e42i89bY2NmPuVDtey8pg,"crunk, dirty south rap, gangster rap, new orleans rap"
It Feels So Good,4Y8q64VnhD0vFYy9g2WFpi,
Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,"chicago rap, hip hop, rap"
Lay Low,0zKbDrEXKpnExhGQRe9dxt,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance"
Get Your Roll On,4HpCT9jeCzBfpCaF3aTVWX,"crunk, dirty south rap, new orleans rap"
Rainbows & Stuff,06s8Hm0KYqAeEYThm0cfKw,"rap rock, viral rap"
"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",5osSw3tL07Tuid7AWsvYcc,"east coast hip hop, hardcore hip hop"
The Call,09mEdoA6zrmBPgTEN5qXmN,"canadian contemporary r&b, canadian pop, pop"
Gravity Rides Everything,1pPqVrG2RCHXx81Aw4xp99,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie"
I'm Like A Bird,2aGw77pZqli064JiPuXYRi,"canadian latin, canadian pop, dance pop, pop"
Wild Child,02bJ6uGeHKfNOhIc9qyA8e,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock"
No More (Baby I'ma Do Right),5zn1hpm9N0ylKB7kOtpCw2,"contemporary r&b, girl group, hip pop, r&b, urban contemporary"
Original Prankster,3zHuOlGPtw9G7GehTYmbv3,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk"
The Enemy (feat. Fat Joe),3elnkBcvQQpZLz71mnw5hT,"east coast hip hop, hardcore hip hop, harlem hip hop"
Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,pov: indie
Bent,6ulEymrJ2Azx1uo3YHSE5w,new york drill
We Can Work It Out - Remastered 2015,1hTUFqJuQAMjXVGwUPWDqi,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock"
Idioteque,1W5XugQJGhnSATMI5n002M,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Quise Olvidarme de Ti,79tl7Pjwj9jcqJRFnBZ8B1,"grupera, musica mexicana, ranchera"
Kiss This,038jgLNIvp7QQNf5vILf5d,"country, country road"
It's So Hard (feat. Donell Jones) (feat. Donnell Jones),5NQdweL8O7nGdM7e4IS1lf,"bronx hip hop, east coast hip hop, hardcore hip hop"
I Don't Wanna Know,2yr2HnFYl7XvqJk4fXoQBt,
A Little Book of Hours: VI. Singing Sun,06vaPTVwFkFxCzmJDXlfx5,"australian classical, contemporary classical"
Jumpdafuckup,1UwwbPgKGOoSbqqHm9Xxzn,"alternative metal, groove metal, industrial metal, metal, nu metal, rap metal"
The Lost Art Of Keeping A Secret,1RwDsaft1szD0FO3DVEtaT,"alternative metal, alternative rock, grunge, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock"
Revolution Is My Name,6LhUsJiXAuxoalUz01evh0,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal"
Eras Todo para Mí,5bCo0iDHDXaLlfxf4pxVg0,"grupera, musica mexicana, ranchera"
Bad Boyz (feat. Barrington Levy),2MNQMtZbOb7rBWli3TSok0,"gangster rap, hardcore hip hop, hip pop, jewish hip hop, southern hip hop"
Livin' It Up,7zjEyeBsaw9gV0jofJLfOM,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap"
Summer Rain,1sHXqphcVMiOzIS8ZxOeQo,rain
No More,7w6PJe5KBPyvuRYxFkPssC,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, nu metal, rock"
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Just Got Paid,7bNFkCSO1ofu3uzr6voY7T,"album rock, blues rock, classic rock, hard rock, rock"
Fiesta Pagana,02dphTJYUQ9pmdNC52iyOz,"celtic metal, medieval rock, rock en espanol, spanish folk metal, spanish metal"
La Caspa Del Diablo,2n4F4KH34FujRuaNmFILv7,"banda, musica mexicana, norteno"
Paper Thin Walls,5gtjm4ZrsGUGUwzXsB4zCw,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie"
Here's to the Night,4tgeQrPu5xkrnwErym2JsJ,"alternative metal, pop rock, post-grunge"
Estás Que Te Pelas,1rnjkfvu6h8aH1sYcXkjID,"banda, musica mexicana, norteno, tejano"
Pistol Grip Pump,0lsDJ0EkccufmSM43P28TQ,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
He Intentado Tanto Tanto,2eNZsRS82lFb82XM4Yp9ju,"grupera, musica mexicana, ranchera"
Stutter - Double Take Remix,7FWuzwapuKHTEyDJIcQOw3,"contemporary r&b, r&b, urban contemporary"
Only for the Weak,0JBQnLKfLXmlkquabLtAgd,"alternative metal, gothenburg metal, melodic death metal, melodic metalcore, metal, nu metal, swedish alternative rock, swedish death metal, swedish melodeath, swedish metal"
Escolta Suicida,4P26HKA1ijPe4o7NQqkHlP,"corrido, musica mexicana, norteno"
Mi Niña - Bachata Version,3Ed337L8k9XN4Cje0mr7p6,"bachata dominicana, merengue"
He Loves Me (Lyzel in E Flat),2PzYqACbv12FNhrlHPfJEH,"hip pop, neo soul, quiet storm, r&b, urban contemporary"
I Want You Back,5LxvwujISqiB8vpRYv887S,"motown, soul"
Kim,4m8wPzkI1y0sUdqEh4A7fq,"alternative metal, nu metal, rap metal, rock, sacramento indie"
I Disappear,51Vic2Yi71YKNtLbyJKgQt,"hard rock, metal, old school thrash, rock, thrash metal"
Déjenme llorar - Con banda,6MpWEoDk1S8oJJaEga4DiP,"grupera, mexican rock-and-roll, norteno, ranchera"
Cuídate,7gqIqyeCaV2xNtfZWxEphD,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock"
There You Go,6dJ2mSRaKE9ctYw9qWNGWQ,"dance pop, pop"
Good Morning Beautiful,0eHT8N5YQglv8cYYizXvSw,country road
Stiff Upper Lip,1KBuhAHzia2qoD4u6YhvER,"australian rock, hard rock, rock"
...& On,1zi7xx7UVEFkmKfv06H8x0,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Kicking Cars,6Cgj4eBFnYmPJcOcdCvnzr,diy emo
