Song Name,Song ID,Genres,Year
Tanto la Queria,2VSGzQqy9nqJefcYGJNWst,"latin pop, pop flamenco, rumba, spanish pop",2001
Te Quise Olvidar,4UGv3IQYXPj9oR2RMkarWy,"latin pop, puerto rican pop",2001
Sangoloteadito,2s678Tz6mme5OV9DfTUUoD,"banda, grupera, musica mexicana, norteno, ranchera",2001
Separate Ways (Worlds Apart),4ECNtOnqzxutZkXP4TE3n3,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, soft rock",2001
What I Always Wanted,22efv8KILwazlKjA2i9lVZ,"alternative metal, canadian metal, industrial metal, nu metal",2001
Me Dio Coraje,4ExcDDaMrbvIPcLiuDXcLL,"grupera, gruperas inmortales, musica mexicana",2001
Life On a Chain,0Vx453PGDgPnTCJuVMQXXY,new jersey indie,2001
Long Line of Cars,6MyZDt84pg8y8ySGXFiOzz,"alternative rock, pop rock, post-grunge, sacramento indie",2001
La Primavera,3NHuU6OLvSu77HMYXV93l4,"latin alternative, world",2001
Habitual Criminal,40cOtNHB7TveiK89EhEfAi,"chicano rap, latin hip hop, texas latin rap",2001
After Midnight,4rlQza35DE4Prh5yonxnCs,"indie pop, springfield mo indie",2001
The Shape,4UEMZFRrxVUkuMVaHhWoKQ,"alternative rock, funk metal, funk rock, permanent wave, rock",2001
Blood on the Ground,55oCxTjsEydILFRdZ9nWaW,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock",2001
All Rise,1spCWQiEQQNZF1CIJ9pPTO,"florida drill, melodic rap, southern hip hop",2001
Jacksonville Skyline,3OYH2OCLzjGm9kyyTHB2ZX,"alternative country, roots rock",2001
Boss Of Me,5S1vJejm1YukfhXa5PxPan,"comic, geek rock, permanent wave, zolo",2001
Shine,77YKoNCjP5hWqiXMRG2839,"alternative rock, grunge, pop rock, post-grunge, rock",2001
Joystick,61MfGE3iEbkzPEaIDVRrTP,"classic soul, disco, funk, motown, p funk, post-disco, quiet storm, soul",2001
Volveré junto a ti,0hBM7L3PO2nmpoUxhwJ6Km,"europop, italian adult pop, latin arena pop, mexican pop",2001
Without Me,7lQ8MOhq6IN2w8EYcFNSUk,"detroit hip hop, hip hop, rap",2002
Till I Collapse,4xkOaSrkexMciUUogZKVTS,"detroit hip hop, hip hop, rap",2002
Rock Your Body,1AWQoqb9bSvzTjaLralEkT,"dance pop, pop",2002
Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,"alternative rock, funk metal, funk rock, permanent wave, rock",2002
Superman,4woTEX1wYOTGDqNXuavlRC,"detroit hip hop, hip hop, rap",2002
Hot In Herre,04KTF78FFg8sOHC1BADqbY,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2002
Get Low,0r2Bul2NuCViraT2zX1l5j,"atl hip hop, atlanta bass, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",2002
The Scientist,75JFxkI2RXiU7L9VXzMkle,"permanent wave, pop",2002
This Love,6ECp64rv50XVz93WvxXMGF,pop,2002
Headstrong,1AEYT6VxrxXPMoQUxsY0E4,"alternative metal, nu metal, post-grunge",2002
Foolish,6zMUIb4uce1CzpbjR3vMdN,"dance pop, hip pop, r&b, urban contemporary",2002
The Red,1gyee1JuFFiP476LQpRMYU,"alternative metal, christian rock, nu metal, post-grunge",2002
Complicated,5xEM5hIgJ1jjgcEBfpkt2F,"canadian pop, candy pop, pop",2002
The Anthem,0BRHnOFm6sjxN1i9LJrUDu,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge",2002
Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU,"canadian pop, candy pop, pop",2002
Dilemma,0ARK753YaiJbpLUk7z5yIM,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2002
Clocks,0BCPKOYdS2jbQ8iyB56Zns,"permanent wave, pop",2002
Like a Stone,3YuaBvuZqcwN3CEAyyoaei,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",2002
She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,pop,2002
Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,"motown, soul",2002
"Courtesy Of The Red, White And Blue (The Angry American)",0M7mWKqwTIaVjYyxfZmtTa,"classic oklahoma country, contemporary country, country, country road",2002
Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,"alternative metal, nu metal, post-grunge, rock",2002
Sunday Morning,5qII2n90lVdPDcgXEEVHNy,pop,2002
Are You That Somebody,3PqAnW2bB5TQnMoBivyFOb,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",2002
A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,"lilith, neo mellow, piano rock, pop rock, post-teen pop",2002
Obsesion,65H6t1WQBim6q93yM8fEwn,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",2002
When I'm Gone,4ObFZEXHQJcc8WQtqbCupZ,modern country pop,2002
No One Knows,6NvRxjfYkkT2SpirAlmsjH,"alternative metal, alternative rock, grunge, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",2002
Drift Away,0RFgvrhkf9FiDRLA0BhzpZ,"country, pop rock, post-grunge",2002
Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,"dance pop, pop",2002
Don't Know Why,1zNXF2svmdlNxfS5XeNUgr,"contemporary vocal jazz, jazz pop, vocal jazz",2002
Beer For My Horses,7E2DqvnVtbIrFrL5X6YH9Q,"classic oklahoma country, contemporary country, country, country road",2002
Hurt,0RBw4ODUQPO4cuAOZtBGga,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",2002
Still Waiting,2OMqSRS11ly56zg9u5za6c,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",2002
All My Life,6HgWWaMu31KdOpEG5l28BG,"chicago drill, chicago rap, drill, hip hop, rap, trap",2002
About A Girl,55yvzYuvJYG2RUEnMK78tr,"grunge, permanent wave, rock",2002
Sing For The Moment,3CpoeW0cZSDzIRv5z34F87,"detroit hip hop, hip hop, rap",2002
"Swing, Swing",003FTlCpBTM4eSqYSWPv4H,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",2002
Somebody Like You,0b9djfiuDIMw1zKH6gV74g,"australian country, australian pop, contemporary country, country, country road, modern country rock",2002
Send the Pain Below,6dRAAG4sB71NAtVCHJep7s,"alternative metal, christian rock, nu metal, post-grunge",2002
Fine Again,4eTIe5eqds88bA9ua6p5p6,"alternative metal, nu metal, post-grunge, south african rock",2002
By the Way,1f2V8U1BiWaC9aJWmpOARe,"alternative rock, funk metal, funk rock, permanent wave, rock",2002
Cleanin' Out My Closet,7BMO7O7ImjV8HNTH74Tshv,"detroit hip hop, hip hop, rap",2002
Still Fly,563vSy3HB5NHxel1VGQCW6,"crunk, dirty south rap, new orleans rap",2002
Es Por Ti,3b1IQflSLrgzYQPGFzI9cl,"colombian pop, latin pop, mexican pop, rock en espanol",2002
All The Things She Said,4bJygwUKrRgq1stlNXcgMg,"dance pop, girl group",2002
Cute Without The 'E' (Cut From The Team) - Remastered,6OyKBwLzq4h15XmxeWf5n4,"emo, pop punk, screamo",2002
Guatauba,0xJFWROBNTBL4sKEuA5pm6,"reggaeton, trap latino, urbano latino",2002
Ven Porque Te Necesito,4MNfkZ8dtva3cjJ2biqnDS,"grupera, musica mexicana, ranchera",2002
Work It,3jagJCUbdqhDSPuxP8cAqF,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",2002
Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",2002
Landslide,5ihS6UUlyQAfmp48eSkxuQ,"album rock, classic rock, rock, soft rock, yacht rock",2002
Come Away With Me,6jGnykaS6TkWp15utXSAeI,"contemporary vocal jazz, jazz pop, vocal jazz",2002
Take Da Charge,2XOKoaCWziW0W14DPeY7XS,"crunk, dirty south rap, gangster rap, memphis hip hop, trap",2002
Mesmerize,2iclfHORMqpR3TxuhwVRhD,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",2002
Mi Cómplice,1GOvdGVrasTEG5JfDs8V5f,"banda, musica mexicana, norteno",2002
Go With The Flow,45DElIx0dXqUH4A88yQFdE,"alternative metal, alternative rock, grunge, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",2002
She Will Be Loved,4llK75pXNWZz6KAho2Gp16,pop,2002
The Taste of Ink,5jZ1Z2GFTf2gwmFc3qiUxs,"alternative metal, neon pop punk, pop emo, post-grunge, post-hardcore, screamo",2002
Belleza De Cantina,4ZplewvZRLFcfBa5uyBbhd,"banda, musica mexicana, norteno",2002
Lifestyles of the Rich & Famous,2g2a5kDeZexbUTD8abcvm6,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge",2002
Unwell,6Bm6qUCSatPAqkQllFL7oA,"neo mellow, pop rock, post-grunge",2002
Soak Up The Sun,215JYyyUnrJ98NK3KEwu6d,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter",2002
Unfoolish,6dZ6qWl1e9GsMndBG7vqB9,"dance pop, hip pop, r&b, urban contemporary",2002
Drive (For Daddy Gene),1FV374EPG5CrjdIbIMLkcv,country,2002
Oh Boy,4X1odWLrLSSahaK6Hi15AA,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",2002
Un Sueño,6iPDBwtiOZGlfQt9HD0jAG,"cumbia sonidera, musica mexicana, norteno, ranchera",2002
Hawaiian Roller Coaster Ride,7GmiJVBAzWNikX5VkNQg85,movie tunes,2002
I Know What You Want (feat. Flipmode Squad),0YImOCkIJ2PWhCXaURCZnY,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",2002
Big Yellow Taxi,4O4dhPrjcw7GSLNafNydmb,"neo mellow, pop rock, post-grunge, rock",2002
Brokenheartsville,0WB48shl2wAH4KqyQkQ8nJ,"arkansas country, contemporary country, country, country road",2002
Here to Stay,5NHTtXGCdO7ul16xr0q93w,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",2002
Always,2enPRFda84VE2wtI8c86Uf,"experimental pop, indie surf",2002
Una Vez Más,5iCcDXbsM7Sj0kP7h9g60b,"banda, musica chihuahuense, musica mexicana, norteno",2002
You Know You're Right,5O8L4I2S4izFGDjvP7xAKv,"grunge, permanent wave, rock",2002
Caraluna,7DhYjNLksXZhbRQeheAums,"colombian pop, latin alternative, latin pop, rock en espanol",2002
I'm with You,6Qwuw0eOeszVlewLpu24gR,"folk-pop, modern rock",2002
Beautiful,2rxQMGVafnNaRaXlRMWPde,"contemporary country, country",2002
Air Force Ones,7kAFSrTIOiVZ0gnHBuAH3l,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2002
Travelin' Soldier,0AkZjWYCMJ8wWiNex7LmkY,"contemporary country, country, country dawn",2002
03' Bonnie & Clyde,5ljCWsDlSyJ41kwqym2ORw,"east coast hip hop, gangster rap, hip hop, pop rap, rap",2002
My Friends Over You,4pImG3RdbaGfanzQOTFgyr,"easycore, neon pop punk, pop punk",2002
Compré Una Cantina,2fKafjPt7Pkl2WXPhOy9gM,"banda, musica mexicana, norteno",2002
The Zephyr Song,1ndGB6rvxKYN9seCYO1dTF,"alternative rock, funk metal, funk rock, permanent wave, rock",2002
The Hell Song,17XgxMFNzBYv38TEJRC18D,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",2002
Enseñame a Olvidar,79MlVxKj43tDISSISiVHJM,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",2002
Good Times,7INk3focyW89pATBgageU7,"contemporary country, country, country road, modern country rock",2002
Three Little Birds,75FYqcxt1YEAtqDLrOeIJn,"reggae, roots reggae",2002
A Dios Le Pido,129lYDVKnWtlJc2PZJviuA,"colombian pop, latin pop, mexican pop, rock en espanol",2002
Business,0x60P5taxdI5pcGbqbap6S,"detroit hip hop, hip hop, rap",2002
Ooh Ahh (My Life Be Like) [feat. Tobymac],1KBN9lYx9QkfUJC3NSXlhQ,christian hip hop,2002
Do You Realize??,2DFRFqWNahKtFD112H2iEZ,"alternative rock, chamber pop, indie rock, indietronica, noise pop, okc indie, singer-songwriter",2002
Stone Love,1AO26gK1sI6PoFY9eUF8yV,"reggae fusion, reggae rock",2002
I-E-A-I-A-I-O,3RgDvs9Jpvn3kUuaTek1R5,"alternative metal, nu metal, rap metal, rock",2002
"No Shoes, No Shirt, No Problems",208bYsadJ56km31IENM2qS,"contemporary country, country, country road, modern country rock",2002
Times Like These,67vYdAAM3oGsEImCRfbtsF,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",2002
Sympathy,1Ud6moTC0KyXMq1Oxfien0,"album rock, british invasion, classic rock, rock",2002
Cochise,1TDk2Jmi4dVZhm2dum3Jim,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",2002
Old Number Seven,7FqrsV0vBwNiQNQI6jfzni,"new americana, western americana",2002
Mira oye,4l3SD9S0EOaBAPejqNti6E,"banda, cumbia sonorense, musica costena, musica mexicana, norteno, tejano",2002
Mariposa Traicionera - 2020 Remasterizado,2zLLGT8WWT1dl73TlVL9qs,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",2002
Hey Ma,2fE1hcjUxlLxXrZusTEJlq,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",2002
Turn Me On,1qzHqfvKrZWo6dVHM1dXrj,"contemporary vocal jazz, jazz pop, vocal jazz",2002
Say Yes,6GGtHZgBycCgGBUhZo81xe,"art pop, pop",2002
Jenny from the Block - Track Masters Remix,4ZOyH6KjomjlqCz3oFqglr,"dance pop, pop, urban contemporary",2002
Beautiful,2rxQMGVafnNaRaXlRMWPde,"contemporary country, country",2002
I Am the Highway,3bwAS8cN7Xtzvv5UurJOOX,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",2002
Gasoline,2IO7yf562c1zLzpanal1DT,"electropop, etherpop, indie poptimism, pop",2002
Isn't She Lovely,3NlLmKBJozwoi0k03Feb1N,"motown, soul",2002
Bother,0AfIsqZ4gTUg9CwwW2jLeK,"alternative metal, nu metal, post-grunge",2002
Halfcrazy,3oXNIpoUMdk8qGkwCeXqGv,"contemporary r&b, neo soul, r&b, urban contemporary",2002
Just a Friend 2002 - Radio Edit,2cxbxpHrND6i4uvUGVvC9J,"dance pop, hip pop, r&b, southern hip hop, urban contemporary",2002
How You Gonna Act Like That,3OUApyz3jDB3syGUNGqB1d,"contemporary r&b, hip pop, r&b, urban contemporary",2002
Amargo Adiós,0zCOT028cU3DeCqN1G18wE,"latin alternative, latin rock, mexican rock, rock en espanol, ska mexicano",2002
In My Place,3iPB3dODZ5YdJLDLQgfMut,"permanent wave, pop",2002
Fighter,7nXq1vaZiz7PdbfojpPjW5,"dance pop, pop",2002
Sentimental,3NLJWd1FgZlgBRukNXxEBd,"banda, grupera, musica mexicana, norteno, ranchera",2002
The Remedy (I Won't Worry),4tK4ARuilOrBzwVQK73E0Y,"acoustic pop, dance pop, neo mellow, pop",2002
Downfall,76xddM2irVQCbuBoVbaElZ,"alabama metal, alternative metal, nu metal, post-grunge",2002
You're So Last Summer - Remastered,0cY6CAgB5wShSOTT3lQl2t,"emo, pop punk, screamo",2002
Harder To Breathe,4V9JDRqKjN8F2HWdlEDxvI,pop,2002
The Good Stuff,1sR3kJi14jA8Gau3a0yXAo,"contemporary country, country, country road, modern country rock",2002
Viernes Sin Tu Amor,2Ud8SDPZjPI1QSMtOHw721,"banda, musica mexicana, norteno",2002
Tu Infame Engaño,4j9qP0PaNo3QMFkKNtv7At,"grupera, musica mexicana, ranchera",2002
Girl All the Bad Guys Want,0KqyBk4aVT88TEqBIC8mAP,"neon pop punk, pop punk, texas pop punk",2002
Happy,3ZEno9fORwMA1HPecdLi0R,"hip hop, pop rap",2002
En La Barra,1SHmwHA6wc5IBECjCoFn8C,"cumbia sonorense, musica sonorense, tecnobanda, tejano",2002
Obstacle 1,1ZBqJilDGBVYktvlCEo9jC,"alternative dance, alternative rock, indie rock, indietronica, modern rock, rock",2002
De Uno y De Todos Los Modos - Version Bolero,6DkNnb8nBR1uuqaSVWQgfm,"musica mexicana, norteno, tejano",2002
19 Somethin' - Greatest Hits Version,0ElpjZyX8YBiXuYcDC1Ci9,"country, country road",2002
Señorita,6v3KW9xbzN5yKLt9YKDYA2,"canadian pop, pop, viral pop",2002
Amor de Internet,0tAxedQQR6bPR26BlfZ8d2,"cumbia del sureste, cumbia sonidera, musica campechana, ranchera, tropical",2002
Come Over (feat. Tank),28RaFrB9gSS48XXumZMobc,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",2002
Actos De Un Tonto,7cmdmDyKZDgK92uPlTBg6m,"banda, musica chihuahuense, musica mexicana, norteno",2002
Comfortable Liar,412LyfktkgWKEn8kmKiyQe,"alternative metal, christian rock, nu metal, post-grunge",2002
"2 Aquarelles: Lento, ma non troppo",5TtmI9sfXw4VXco0PE21mV,"classical, early modern classical, impressionism, post-romantic era",2002
Dirrty,59ZTxQo8rBycIXPLUIKvE2,"dance pop, pop",2002
Soldier,3xtiXNDbSKxy20I7D6vFUg,"folk-pop, pov: indie, san marcos tx indie, stomp and holler",2002
Strawberry Wine,5Pgwi0iizu96RHxJ4xL3SH,"country, country dawn, country road",2002
He Mele No Lilo,3G9ZnSjGYyHx7e221v0qse,movie tunes,2002
Sunday Morning,5qII2n90lVdPDcgXEEVHNy,pop,2002
El Primer Tonto,6y5GaZRI2cy2RKz9B3drTe,"banda, musica mexicana, norteno",2002
El Numero Uno,517C3ko96edIA8XMh5nE3R,"classic sierreno, corridos alternativos, musica bajacaliforniana, norteno",2002
Mi primer millon,5fSDXbY8o9pA3TKwAbfwML,"colombian pop, latin alternative, latin pop, rock en espanol",2002
White America,15qrWkkYCfmtu1uRpGf48L,"detroit hip hop, hip hop, rap",2002
Heavy Soul,5GZq8P4Iy2smHngL07Pcuo,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock",2002
The Best Of Me,1Up4RdOBpChNDytatxKDXP,"emo, neon pop punk, philly indie, pop punk, screamo",2002
Where Are You Going,5EjZXJ4nVpw7uI6eso1SFS,"jam band, neo mellow, pop rock",2002
El Problema,5UJsYyBi0CdSJl0ul5aTgO,"cantautor, latin arena pop, latin pop",2002
The Game of Love (feat. Michelle Branch) - Main / Radio Mix,41IShViF79gmulEkIHAjcb,"blues rock, classic rock, mexican classic rock",2002
Girls & Boys,65mxB9IWpmVo4qUjdGSxRB,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge",2002
Bright Lights,4dZhQj20JbKlD9oR0X8kjZ,"neo mellow, pop rock, post-grunge",2002
Heaven,1HXy5I3HTWq8OvxCn0z7G7,"black americana, contemporary country, country, country road",2002
Chic 'N' Stu,11i33j50Gsr90pRoDJBrEA,"alternative metal, nu metal, rap metal, rock",2002
Jerk It Out,5XMjXjwCkJVmk0AHm7z8IV,swedish indie rock,2002
Innervision,0Xmbtw7NhNiDnL4BWy5wDh,"alternative metal, nu metal, rap metal, rock",2002
Baby,7yNf9YjeO5JXUE3JEBgnYc,"alternative pop rock, pov: indie",2002
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,"baroque, classical, early music, english baroque, german baroque",2002
Word of God Speak,6FVg2subR7uoD80BmTOsdR,"ccm, christian alternative rock, christian indie, christian music",2002
Fotografía,0dEPlb8waIqRtKpLb3l6So,"colombian pop, latin pop, mexican pop, rock en espanol",2002
Si Ella Supiera,5xG0CJRnQBHalC5CtXlpNN,"banda, musica mexicana, norteno",2002
Get Free,761QvVHTibYjEi2r6A4g4Q,"art pop, pop",2002
Comer a Besos,6b2jmWNdY33SFlDMdcBs5V,"grupera, musica mexicana, ranchera",2002
I Gotta Find Peace of Mind - Live,6ocxCGYgcmZhCeTT1yuNkt,"alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b, soul",2002
Over My Head (Better Off Dead),3SO0vfryYv381w1ImgWONG,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",2002
Why Don't We Fall in Love,4bnjq8zqtCnxTGxll5ezOO,"contemporary r&b, hip pop, neo soul, r&b, urban contemporary",2002
We Ready,1djfwy9FvafpK4KhznjjeI,atl hip hop,2002
The Man Comes Around,3Jq9rsqmRtqcVKtzP9dnxZ,"arkansas country, outlaw country, rock",2002
Guaracha Sabrosona,0p88CmD2dgRH9Y52unhHi3,"cumbia sonidera, grupera, tropical",2002
I Can See Clearly Now,0DcrhZ12WcCqruCs8ibXSf,,2002
Thugz Mansion - 7 Remix,3eBBbAEBQdr6tkUUd8gyuQ,"g funk, gangster rap, hip hop, rap, west coast rap",2002
Hailie's Song,6Db8IlZ7YY1pfIjJllejyH,"detroit hip hop, hip hop, rap",2002
Dosed,1iFIZUVDBCCkWe705FLXto,"alternative rock, funk metal, funk rock, permanent wave, rock",2002
Hopelessly Devoted To You,5nNpVC9AC6DWgrT5RX0e0b,"adult standards, australian dance, disco, mellow gold, soft rock",2002
"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",68DKrU7sTyDpDA5T3dsOlk,"alternative metal, alternative rock, grunge, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",2002
Green Eyes,2pFXIqKAXMtG0nnmKUAB9J,"permanent wave, pop",2002
Dragostea Din Tei,4nnHlGaBwJHb1rBetqj0Yl,"eurodance, europop, moldovan pop",2002
Demolition Lovers,16Fp67kTFhH0XK5Cl6Oz7r,"emo, modern rock, pop punk, pov: indie, rock",2002
This Love,6ECp64rv50XVz93WvxXMGF,pop,2002
Beautiful Mess,19QT1L9qUNKHYNbYqawaX8,"contemporary country, country, country road",2002
Te Lo Pido por Favor,6iRkrVOhCjgKFB2cBWnx4M,"latin alternative, latin pop, latin rock, mexican rock, rock en espanol",2002
Arboles De La Barranca,3Oa31DdD8vxktKoyUf7RyZ,"banda, musica mexicana",2002
The Swan,1p2KclGv8c1qKPoRq4exKd,"classical, french romanticism, late romantic era",2002
Say I Yi Yi,46XvcuEZFFInDilbYUNHBn,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",2002
(You're The) Devil in Disguise,0D1pEisM3QkiacGXJe5dmd,"rock-and-roll, rockabilly",2002
Báilame,1qhycrSgnNJKjH6jRyL1HS,"banda, cumbia sonorense, musica costena, musica mexicana, norteno, tejano",2002
Purple,0wJoRiX5K5BxlqZTolB2LD,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",2002
Jenny from the Block - Track Masters Remix,4ZOyH6KjomjlqCz3oFqglr,"dance pop, pop, urban contemporary",2002
Gangsta Lovin',0WgLpgUdThEpA5L5K0SKq7,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",2002
Jamming,5LyfiK6iXEIBNEtcaGKohl,"reggae, roots reggae",2002
Miss You,73vIOb4Q7YN6HeJTbscRx5,alternative hip hop,2002
Hey Ma,2fE1hcjUxlLxXrZusTEJlq,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",2002
Sé Que Te Amo,46HSR9UPHXZxeR7EUvFERG,"grupera, musica mexicana, ranchera",2002
Que No Se Apague La Lumbre,5HHtIw03mC3OPPRjFUQ2Hb,"banda, musica mexicana, norteno",2002
My Dad's Gone Crazy,3F14hbIqy1JKKLTb1mzdYV,"detroit hip hop, hip hop, rap",2002
Designated Drinker (with George Strait) - A Duet With George Strait,1LFlvMkcTuo2TGatsAofqd,country,2002
Put That Woman First,3OQu3z3okKVmWxSXTTHak5,"contemporary r&b, new jack swing, r&b, urban contemporary",2002
Makin' Good Love,6Q13UWFUuqXLXT7IUVkqM1,"contemporary r&b, r&b, urban contemporary",2002
Hey Sexy Lady,4u8IPU322yG7mNrqv89GGL,"pop rap, reggae fusion",2002
Una Lágrima No Basta,2JxVlbujXhX1fEG0QJGqRu,"grupera, musica mexicana, ranchera",2002
El Chueco Galindo,3nEugNej2Gs6GbEnK0wSnu,"cumbia sonorense, musica sonorense, tecnobanda, tejano",2002
Is This Love,6JRLFiX9NJSoRRKxowlBYr,"reggae, roots reggae",2002
Oops (Oh My) [feat. Missy Elliott],5Y0E3dOeynKuLDAXu0t0Bg,"contemporary r&b, hip pop, neo soul, r&b, urban contemporary",2002
Get Down,2je56j0xuoTi1gYkLLMlJU,"disco, funk, motown, soul",2002
Prayer,4OSbctVD37ycS0H3rwRm72,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, pop punk, post-grunge, punk",2002
Red Ragtop,5xErd5QhOvTKFU7l8dffWC,"contemporary country, country, country road",2002
You've Really Got A Hold On Me - Alternate Stereo Mix,7ifcJ5DDytGf8aITxmgsLN,"classic soul, motown, quiet storm, soul",2002
Ring of Fire,6YffUZJ2R06kyxyK6onezL,"arkansas country, outlaw country, rock",2002
Quiero Saber De Ti,6St9CXbwvRkP9gHgbuC0mY,cumbia sonidera,2002
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),39YovPslPCXbFYhlYjsZ2Y,"atl hip hop, contemporary r&b, hip pop, r&b, urban contemporary",2002
Runaway,3DK6m7It6Pw857FcQftMds,"chicago rap, hip hop, rap",2002
Closure,6a8aUhYbaQBUI8PcJ5ZmQ6,pop,2002
Mariposa Traicionera,2zLLGT8WWT1dl73TlVL9qs,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",2002
"Yoshimi Battles the Pink Robots, Pt. 1",0ccCwNzXvr1Yoz91vKz31Z,"alternative rock, chamber pop, indie rock, indietronica, noise pop, okc indie, singer-songwriter",2002
Feliz Navidad,0oPdaY4dXtc3ZsaG17V972,"latin pop, puerto rican pop",2002
You’ll Think Of Me,68Iw932AjRCDEPLIzpmOtF,"australian country, australian pop, contemporary country, country, country road, modern country rock",2002
Dígale,5OKrgU6UuGMp4sGRxv1JH2,"latin arena pop, latin pop, spanish pop, spanish pop rock",2002
Song For The Dead,66UbHESsyfaXdoxlqVBa1T,"alternative metal, alternative rock, grunge, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",2002
All I Have,4mnoPyJHlmMYPJsib5tfn0,"hip hop, pop rap",2002
Do You Call My Name,5w0jXRvylCbWxFrJx2H1Fl,"alternative metal, nu metal, post-grunge",2002
María Elena,6T7cObHwYZsOhNb8dzGea3,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",2002
La Culpa No Tengo Yo,1nJ3cRLFaI5SVns6udIWoG,"grupera, musica mexicana, ranchera",2002
The Way We Get By,2k6TManBkFAweRUCH6jYny,"alternative rock, austindie, indie rock, modern rock",2002
Poem,6mxNtI7ZsCI0DySBPUH22p,"classic oklahoma country, modern country pop",2002
Like I Love You,6W2Ef5Ph6ILTUAedoQ3QIv,"dance pop, pop",2002
My Name (feat. Eminem & Nate Dogg),24S7rWWB6ohk2j5ABrm5DJ,"detroit hip hop, g funk, gangster rap, hardcore hip hop, hip hop, west coast rap",2002
Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,5ahFyKndeg1hqfmNumL3WF,"dance pop, pop, urban contemporary",2002
"Jesus, Etc. - 2022 Remaster",5JuYLzlxsSewBjO4v9a04U,"alternative country, alternative rock, chicago indie, indie rock, roots rock, stomp and holler",2002
Grey Street,65JmIZCsgkw2mbfobxt1CR,"jam band, neo mellow, pop rock",2002
Drunken Lullabies,7caiyAewYYoWu5rZZgQWgn,"celtic punk, celtic rock, punk",2002
