Year,Track Name,Artist Name(s),artist_popularity,popularity,duration_ms,explicit,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2004,Mr. Brightside,The Killers,76,86,222973,False,2004,0.00121,0.352,0.911,0,1,0.0995,-5.23,1,0.0747,148.033,0.236
2004,All Falls Down,"Kanye West, Syleena Johnson",90,82,223506,True,2004-02-10,0.149,0.657,0.734,0,8,0.139,-4.832,0,0.484,91.03,0.434
2004,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",79,83,250373,False,2004-03-23,0.0183,0.894,0.791,0,2,0.0388,-4.699,1,0.112,105.018,0.583
2004,Mockingbird,Eminem,89,88,250760,True,2004-11-12,0.209,0.637,0.678,0,0,0.156,-3.798,1,0.266,84.039,0.254
2004,Somewhere Only We Know,Keane,72,77,236160,False,2004-01-01,0.0794,0.453,0.655,7.61e-06,9,0.0849,-4.22,1,0.0259,172.012,0.368
2004,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,75,79,172893,True,2004-11-16,0.327,0.728,0.832,0,7,0.504,-6.827,1,0.267,95.051,0.825
2004,Float On,Modest Mouse,63,76,208466,False,2004-04-05,0.013,0.649,0.888,2.23e-06,6,0.0888,-4.807,1,0.0293,100.975,0.553
2004,Somebody Told Me,The Killers,76,80,197200,False,2004,9.04e-05,0.497,0.97,0.000674,10,0.101,-4.851,0,0.0836,138.081,0.689
2004,American Idiot,Green Day,79,82,176346,True,2004-09-21,2.64e-05,0.38,0.988,7.86e-05,1,0.368,-2.042,1,0.0639,186.113,0.769
2004,Duality,Slipknot,77,80,252613,False,2004,0.000237,0.354,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,0.194
2004,Since U Been Gone,Kelly Clarkson,73,74,188960,False,2004-01-17,0.00165,0.662,0.741,0.0303,0,0.114,-5.406,1,0.0334,131.0,0.404
