Year,Track Name,Artist Name(s),artist_popularity,popularity,duration_ms,explicit,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2002,When I'm Gone,3 Doors Down,69,71,260333,False,2002-11-12,0.00385,0.53,0.768,0,7,0.103,-5.611,1,0.0284,148.095,0.374
2002,No One Knows,Queens of the Stone Age,70,69,278706,False,2002,0.0359,0.507,0.588,0.000129,0,0.373,-4.881,1,0.0641,170.889,0.637
2002,Drift Away,Uncle Kracker,60,69,255560,False,2002-07-09,0.181,0.583,0.66,0,11,0.0979,-5.078,1,0.0377,151.956,0.861
2002,Cry Me a River,Justin Timberlake,79,77,288333,False,2002-11-04,0.577,0.624,0.654,0,8,0.104,-6.582,0,0.183,73.898,0.564
2002,Don't Know Why,Norah Jones,71,77,186251,False,2002-02-26,0.851,0.745,0.219,1.8e-05,5,0.0678,-11.216,1,0.0276,88.609,0.635
2002,Beer For My Horses,"Toby Keith, Willie Nelson",68,69,204000,False,2002-01-01,0.368,0.717,0.85,0,10,0.0495,-5.329,1,0.0473,119.005,0.805
2002,Hurt,Johnny Cash,72,74,216533,False,2002-01-01,0.649,0.534,0.392,0.000227,9,0.0948,-7.636,0,0.0267,90.379,0.163
2002,Still Waiting,Sum 41,71,67,158733,True,2002-01-01,0.00105,0.431,0.95,3.63e-05,7,0.272,-4.918,1,0.26,191.936,0.56
2002,All My Life,Foo Fighters,77,74,263440,False,2002-10-22,0.000218,0.577,0.604,0.000579,5,0.477,-5.703,1,0.0495,167.719,0.637
2002,About A Girl,Nirvana,80,74,166640,False,2002-10-29,1.87e-05,0.409,0.932,1.6e-06,11,0.31,-4.538,0,0.0339,131.761,0.591
2002,Sing For The Moment,Eminem,89,78,339546,True,2002-05-26,0.0017,0.668,0.824,3.05e-06,5,0.0426,-4.164,0,0.137,163.961,0.185
2002,"Swing, Swing",The All-American Rejects,65,68,233266,False,2002-10-15,6.48e-05,0.553,0.717,0.128,7,0.0385,-5.857,1,0.0318,127.947,0.318
2002,Somebody Like You,Keith Urban,68,70,323040,False,2002-01-01,0.108,0.624,0.84,0.000546,4,0.144,-5.768,1,0.0337,111.02,0.656
2002,Send the Pain Below,Chevelle,63,67,252360,False,2002,0.000281,0.468,0.851,0.00483,11,0.0644,-3.617,1,0.0398,92.079,0.293
2002,Fine Again,Seether,68,67,243640,False,2002-01-01,0.00049,0.442,0.855,0.0137,6,0.273,-2.985,0,0.0288,175.543,0.363
2002,By the Way,Red Hot Chili Peppers,81,77,216933,False,2002-07-09,0.0264,0.451,0.97,0.00355,0,0.102,-4.938,1,0.107,122.444,0.198
2002,Cleanin' Out My Closet,Eminem,89,74,297840,True,2002-05-26,0.0687,0.908,0.758,0,9,0.0783,-4.753,0,0.174,148.015,0.87
2002,Still Fly,Big Tymers,51,66,335613,True,2002-01-01,0.0302,0.675,0.607,8.97e-06,11,0.339,-3.538,1,0.162,177.928,0.56
2002,Es Por Ti,Juanes,75,80,250693,False,2002-01-01,0.17,0.696,0.758,3.33e-05,4,0.189,-6.076,1,0.0264,129.943,0.859
2002,All The Things She Said,t.A.T.u.,61,77,214440,True,2002,0.0411,0.603,0.834,0.00609,5,0.105,-5.766,0,0.0417,89.957,0.376
2002,Cute Without The 'E' (Cut From The Team) - Remastered,Taking Back Sunday,61,67,212937,False,2002-03-26,0.0252,0.398,0.89,0,1,0.0472,-2.248,0,0.0473,95.095,0.572
2002,Guatauba,Plan B,78,76,162400,True,2002-05-10,0.00849,0.804,0.745,0.000942,4,0.0378,-5.963,0,0.229,183.985,0.635
2002,Ven Porque Te Necesito,Los Temerarios,76,74,175013,False,2002-01-01,0.192,0.596,0.573,0,2,0.0881,-7.452,1,0.0285,78.554,0.417
2002,Work It,Missy Elliott,70,70,263226,True,2002-11-11,0.0778,0.884,0.677,0,1,0.0732,-5.603,1,0.283,101.868,0.584
2002,Show Me How to Live,Audioslave,67,71,277840,False,2002-11-17,0.000336,0.433,0.854,0.000177,9,0.162,-3.868,1,0.0483,89.4,0.368
2002,Landslide,The Chicks,66,68,230549,False,2002-08-27,0.534,0.571,0.438,1.56e-05,2,0.187,-7.007,1,0.0279,145.948,0.444
2002,Come Away With Me,Norah Jones,71,73,198226,False,2002-02-26,0.902,0.436,0.141,2.81e-06,0,0.126,-13.271,1,0.0308,76.64,0.146
2002,Take Da Charge,Project Pat,67,67,186906,True,2002-07-16,0.0669,0.911,0.666,4.12e-05,2,0.116,-7.133,1,0.233,145.734,0.824
2002,Mesmerize,"Ja Rule, Ashanti",68,65,278720,True,2002-01-01,0.0563,0.764,0.648,0,1,0.414,-6.639,1,0.206,90.1,0.391
2002,Mi Cómplice,Cardenales De Nuevo León,70,74,189293,False,2002-01-01,0.334,0.785,0.701,0.00011,11,0.109,-6.61,1,0.0415,98.923,0.907
2002,Go With The Flow,Queens of the Stone Age,70,65,187120,False,2002,0.0148,0.242,0.992,0.113,4,0.833,-3.9,0,0.0988,159.37,0.374
2002,She Will Be Loved,Maroon 5,84,73,257133,False,2002-06-25,0.0596,0.706,0.713,0,0,0.132,-5.512,0,0.0301,102.037,0.544
2002,The Taste of Ink,The Used,61,67,208693,True,2002-06-25,0.00143,0.541,0.904,0,7,0.193,-3.001,1,0.0435,98.122,0.541
2002,Belleza De Cantina,Cardenales De Nuevo León,70,75,183946,False,2002-01-01,0.282,0.755,0.596,0,9,0.0508,-7.849,0,0.0402,96.487,0.806
2002,Lifestyles of the Rich & Famous,Good Charlotte,64,70,190173,False,2002-10-04,0.00043,0.62,0.93,0,1,0.0686,-3.685,1,0.0374,106.22,0.609
2002,Unwell,Matchbox Twenty,67,68,228706,False,2002-11-01,0.0298,0.256,0.788,0,6,0.707,-5.263,0,0.0403,80.718,0.429
2002,Soak Up The Sun,Sheryl Crow,66,65,292306,False,2002-04-08,0.0398,0.717,0.733,0,4,0.136,-4.985,1,0.0427,119.996,0.713
2002,Unfoolish,Ashanti,70,68,194160,True,2002-01-01,0.699,0.701,0.692,0,9,0.177,-4.67,0,0.115,90.193,0.688
2002,Drive (For Daddy Gene),Alan Jackson,71,67,242733,False,2002-01-15,0.338,0.713,0.579,0,11,0.174,-8.066,1,0.0413,125.179,0.511
2002,Oh Boy,"Cam'ron, Juelz Santana",58,68,204706,True,2002-01-01,0.0237,0.758,0.768,0,6,0.141,-5.603,1,0.174,83.033,0.824
2002,Un Sueño,Los Angeles De Charly,64,73,225360,False,2002-01-01,0.0459,0.66,0.666,0,9,0.0518,-3.996,0,0.0269,149.445,0.737
2002,Hawaiian Roller Coaster Ride,"Mark Keali'i Ho'omalu, Kamehameha Schools Children's Chorus",54,68,208226,False,2002-01-01,0.314,0.702,0.624,0.0152,5,0.0669,-9.927,1,0.0285,114.542,0.947
2002,I Know What You Want (feat. Flipmode Squad),"Busta Rhymes, Mariah Carey, Flipmode Squad",70,72,324306,True,2002-11-26,0.0142,0.648,0.759,0,6,0.648,-4.315,1,0.306,85.996,0.518
2002,Big Yellow Taxi,"Counting Crows, Vanessa Carlton",67,64,225573,False,2002-07-08,0.00295,0.678,0.866,0,1,0.16,-4.341,1,0.048,88.041,0.842
2002,Brokenheartsville,Joe Nichols,57,63,230360,False,2002-01-01,0.126,0.686,0.631,0.000183,10,0.107,-5.182,1,0.0232,103.953,0.509
2002,Here to Stay,Korn,74,67,270960,True,2002-06-11,7.81e-06,0.564,0.947,0.828,2,0.373,-4.998,1,0.0448,100.002,0.351
2002,Always,Saliva,58,63,231200,False,2002-11-12,0.0122,0.363,0.906,0,1,0.172,-4.415,1,0.0615,181.964,0.371
2002,Una Vez Más,Conjunto Primavera,69,62,159373,False,2002-01-01,0.289,0.663,0.858,0,5,0.374,-2.821,1,0.0463,116.269,0.805
2002,You Know You're Right,Nirvana,80,70,217000,False,2002-10-29,0.0407,0.289,0.716,0.00123,5,0.135,-6.53,0,0.106,168.049,0.344
2002,Caraluna,Bacilos,67,80,266160,False,2002-06-25,0.176,0.76,0.773,0,9,0.1,-5.314,1,0.0675,102.789,0.895
2002,I'm with You,Avril Lavigne,74,73,223066,False,2002-06-04,0.08,0.457,0.406,0,9,0.117,-7.462,1,0.0291,151.95,0.208
2002,Beautiful,"Snoop Dogg, Pharrell Williams, Charlie Wilson",81,68,298306,True,2002-01-01,0.246,0.907,0.695,0,11,0.0808,-6.268,0,0.135,101.007,0.961
2002,Air Force Ones,"Nelly, Murphy Lee, Ali, Kyjuan",73,63,304000,True,2002-06-25,0.0847,0.784,0.459,0,4,0.079,-9.74,0,0.317,164.062,0.618
2002,Travelin' Soldier,The Chicks,66,67,343496,False,2002-08-27,0.691,0.569,0.365,0,9,0.17,-7.047,1,0.0265,145.859,0.508
2002,03' Bonnie & Clyde,"JAY-Z, Beyoncé",82,71,205560,True,2002-11-12,0.23,0.759,0.678,0,9,0.15,-5.148,0,0.314,89.64,0.327
2002,My Friends Over You,New Found Glory,57,65,220200,False,2002-06-11,0.000193,0.404,0.98,0,2,0.0742,-4.038,1,0.107,177.793,0.433
2002,Compré Una Cantina,Cardenales De Nuevo León,70,70,159466,False,2002-01-01,0.152,0.808,0.709,0.000241,2,0.0707,-6.091,1,0.0442,99.02,0.853
2002,The Zephyr Song,Red Hot Chili Peppers,81,73,231933,False,2002-07-09,0.013,0.725,0.803,3.66e-05,2,0.0891,-4.083,1,0.0337,117.391,0.403
2002,The Hell Song,Sum 41,71,62,198493,True,2002-01-01,0.000143,0.359,0.935,0.0141,8,0.351,-5.529,0,0.0817,173.429,0.658
2002,Enseñame a Olvidar,Aventura,76,72,348826,False,2002-06-01,0.471,0.781,0.491,0,8,0.0972,-8.793,1,0.0444,124.971,0.913
2002,Good Times,Styles P,60,63,211493,True,2002-01-01,0.157,0.697,0.761,0,11,0.789,-7.647,0,0.302,81.728,0.666
2002,Three Little Birds,Bob Marley & The Wailers,78,70,180440,False,2002-01-01,0.00974,0.825,0.494,5.15e-06,9,0.0361,-10.486,1,0.0698,74.103,0.626
2002,A Dios Le Pido,Juanes,75,74,205373,False,2002-01-01,0.0683,0.673,0.841,0,7,0.0965,-3.564,1,0.0557,97.027,0.94
2002,Business,Eminem,89,71,251720,True,2002-05-26,0.0325,0.901,0.813,1.09e-05,7,0.144,-4.509,1,0.199,96.442,0.502
2002,Ooh Ahh (My Life Be Like) [feat. Tobymac],"Grits, TobyMac",53,72,233173,False,2002-08-06,0.115,0.757,0.862,0.000203,2,0.285,-3.519,1,0.0696,99.017,0.823
2002,Do You Realize??,The Flaming Lips,55,66,213173,False,2002-05-13,0.006,0.464,0.797,0.000304,0,0.392,-5.244,1,0.0333,129.964,0.547
2002,Stone Love,Pepper,54,63,254800,False,2002-03-26,0.0571,0.837,0.478,0.00129,6,0.0569,-5.861,0,0.0627,78.746,0.81
2002,I-E-A-I-A-I-O,System Of A Down,78,70,188600,True,2002-11-26,0.000126,0.626,0.792,0.022,0,0.438,-2.734,1,0.0721,133.212,0.433
2002,"No Shoes, No Shirt, No Problems",Kenny Chesney,70,61,209666,False,2002-04-02,0.243,0.719,0.546,0.00844,7,0.181,-10.239,1,0.032,117.925,0.669
2002,Times Like These,Foo Fighters,77,70,265560,False,2002-10-22,1.4e-05,0.376,0.908,1.4e-05,4,0.241,-3.793,0,0.0879,144.581,0.266
2002,Sympathy,The Goo Goo Dolls,70,64,178146,False,2002-04-08,0.25,0.546,0.631,0,8,0.123,-5.757,1,0.0283,129.556,0.569
2002,Cochise,Audioslave,67,67,222026,False,2002-11-17,0.000519,0.452,0.873,0,9,0.0592,-4.867,1,0.0613,80.473,0.433
2002,Old Number Seven,The Devil Makes Three,54,63,200720,False,2002-11-01,0.202,0.571,0.427,0,11,0.1,-7.574,1,0.0405,142.454,0.894
2002,Mira oye,Los Tigrillos,57,62,202253,False,2002-07-31,0.101,0.854,0.741,1.28e-05,0,0.0671,-5.19,1,0.0503,104.119,0.873
2002,Mariposa Traicionera - 2020 Remasterizado,Maná,76,71,262925,False,2002,0.544,0.811,0.784,0.000131,5,0.097,-4.669,0,0.0345,100.989,0.925
2002,Hey Ma,"Cam'ron, Juelz Santana, Freekey Zeekey, Toya",58,64,220960,True,2002-01-01,0.0293,0.771,0.673,2.97e-06,8,0.364,-5.045,1,0.366,90.361,0.947
2002,Turn Me On,Norah Jones,71,71,154800,False,2002-02-26,0.864,0.429,0.18,4.4e-06,10,0.104,-10.694,1,0.0551,170.645,0.485
2002,Say Yes,Floetry,47,63,268373,False,2002-01-01,0.211,0.747,0.398,1.42e-06,5,0.113,-12.932,0,0.0743,117.901,0.428
2002,Jenny from the Block - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",74,64,187840,False,2002-11-19,0.00833,0.844,0.754,3.42e-06,6,0.0575,-5.46,1,0.207,100.002,0.961
2002,Beautiful,Christina Aguilera,76,71,238560,False,2002-07-19,0.578,0.456,0.573,3.05e-06,5,0.114,-3.866,0,0.0275,76.19,0.0992
2002,I Am the Highway,Audioslave,67,66,334906,False,2002-11-17,0.105,0.341,0.662,0,9,0.113,-5.023,0,0.0335,174.875,0.2
2002,Gasoline,Seether,68,62,168560,False,2002-01-01,3.4e-05,0.473,0.942,0.0375,1,0.0627,-2.698,1,0.0785,173.527,0.75
2002,Isn't She Lovely,Stevie Wonder,74,68,199386,False,2002-10-29,0.202,0.747,0.692,3.39e-05,1,0.0698,-8.956,0,0.0474,118.698,0.904
2002,Bother,Stone Sour,63,64,240400,True,2002-08-19,0.388,0.272,0.281,2.29e-05,1,0.158,-7.634,1,0.0287,89.914,0.141
2002,Halfcrazy,Musiq Soulchild,57,61,254493,False,2002-05-07,0.462,0.412,0.77,1.5e-06,11,0.0485,-6.057,0,0.18,101.955,0.418
2002,Just a Friend 2002 - Radio Edit,Mario,65,64,214200,False,2002-07-22,0.00541,0.538,0.677,0,0,0.236,-6.099,1,0.187,132.346,0.913
2002,How You Gonna Act Like That,Tyrese,55,64,294693,False,2002-12-01,0.107,0.733,0.521,0,3,0.0692,-3.657,0,0.0457,112.913,0.525
2002,Amargo Adiós,Inspector,64,74,228426,False,2002-07-30,0.168,0.607,0.666,0,2,0.201,-4.187,0,0.0407,139.542,0.79
2002,In My Place,Coldplay,87,75,226680,False,2002-08-08,0.0553,0.424,0.588,4.95e-06,9,0.298,-5.455,1,0.0278,144.636,0.193
2002,Fighter,Christina Aguilera,76,68,245960,False,2002-07-19,0.235,0.435,0.92,0.000353,4,0.552,-1.357,0,0.201,188.899,0.45
2002,Sentimental,Joan Sebastian,75,71,167514,False,2002-12-17,0.891,0.719,0.46,7.81e-05,8,0.081,-5.827,1,0.0332,108.479,0.881
2002,The Remedy (I Won't Worry),Jason Mraz,72,63,256440,False,2002-10-15,0.041,0.589,0.867,0,10,0.306,-4.523,1,0.0385,94.52,0.795
2002,Downfall,TRUSTcompany,47,62,191373,False,2002-07-22,0.000106,0.31,0.94,2.21e-06,6,0.205,-3.395,1,0.106,128.682,0.454
2002,You're So Last Summer - Remastered,Taking Back Sunday,61,61,181336,False,2002-03-26,0.00775,0.363,0.756,0,11,0.0794,-4.687,0,0.0494,155.644,0.68
2002,Harder To Breathe,Maroon 5,84,65,173693,True,2002,0.0506,0.662,0.908,0,1,0.0508,-4.764,0,0.0449,149.941,0.967
2002,The Good Stuff,Kenny Chesney,70,59,200440,False,2002-04-02,0.255,0.612,0.62,0,7,0.129,-9.785,1,0.0645,143.78,0.502
2002,Viernes Sin Tu Amor,Vagon Chicano,59,69,212360,False,2002-01-01,0.401,0.693,0.448,1.55e-06,11,0.0825,-8.41,1,0.0574,175.983,0.849
2002,Tu Infame Engaño,Los Temerarios,76,67,199813,False,2002-01-01,0.259,0.582,0.553,1.27e-05,8,0.0681,-7.118,1,0.0229,92.969,0.56
2002,Girl All the Bad Guys Want,Bowling For Soup,60,64,197800,False,2002,0.000517,0.582,0.829,0,2,0.266,-5.688,1,0.0465,130.969,0.867
2002,Happy,Ashanti,70,63,262226,True,2002-01-01,0.241,0.727,0.515,3.74e-06,2,0.124,-6.553,0,0.0289,89.488,0.695
2002,En La Barra,Grupo Laberinto,66,64,155144,False,2002-08-16,0.507,0.589,0.468,5.25e-06,5,0.0315,-7.852,1,0.0986,181.525,0.952
2002,Obstacle 1,Interpol,62,64,251293,False,2002-08-20,5.18e-05,0.377,0.938,0.58,5,0.0705,-4.9,1,0.0618,120.514,0.385
2002,De Uno y De Todos Los Modos - Version Bolero,Palomo,58,70,233706,False,2002-01-01,0.359,0.634,0.45,6.79e-06,0,0.0937,-8.335,1,0.0327,83.853,0.367
2002,19 Somethin' - Greatest Hits Version,Mark Wills,46,60,200466,False,2002-01-01,0.132,0.58,0.816,0,4,0.0776,-5.165,1,0.0726,89.938,0.814
2002,Señorita,Justin Timberlake,79,68,294866,False,2002-11-04,0.0725,0.841,0.63,0,1,0.0742,-5.356,1,0.0443,97.964,0.876
2002,Amor de Internet,Los Socios Del Ritmo,60,65,230226,False,2002,0.139,0.786,0.538,0,7,0.0557,-8.106,1,0.0602,162.833,0.915
2002,Come Over (feat. Tank),"Aaliyah, Tank",66,60,235106,False,2002-12-10,0.559,0.759,0.458,0.000108,5,0.164,-7.894,0,0.0754,109.15,0.641
2002,Actos De Un Tonto,Conjunto Primavera,69,58,225973,False,2002-01-01,0.0642,0.704,0.759,0,7,0.123,-4.344,1,0.0263,119.957,0.681
2002,Comfortable Liar,Chevelle,63,60,223266,False,2002,0.00144,0.522,0.811,0.0181,1,0.682,-2.761,1,0.0304,89.087,0.198
2002,"2 Aquarelles: Lento, ma non troppo","Frederick Delius, Royal Northern Sinfonia, David Lloyd-Jones",49,64,132120,False,2002-03-08,0.97,0.176,0.0534,0.915,10,0.29,-27.626,1,0.0406,71.673,0.0332
2002,Dirrty,"Christina Aguilera, Redman",76,68,298853,False,2002-07-19,0.107,0.64,0.889,0,2,0.339,-3.073,1,0.322,99.931,0.436
2002,Soldier,Eminem,89,65,226213,True,2002-05-26,0.0319,0.851,0.92,0.000525,8,0.128,-2.989,1,0.201,94.516,0.545
2002,Strawberry Wine,Deana Carter,52,60,290466,False,2002-01-01,0.302,0.558,0.435,0,1,0.0351,-6.812,1,0.0264,122.385,0.199
2002,He Mele No Lilo,"Mark Keali'i Ho'omalu, Kamehameha Schools Children's Chorus",54,63,148133,False,2002-01-01,0.46,0.73,0.331,0.000286,2,0.104,-12.427,1,0.0429,126.592,0.394
2002,Sunday Morning,Maroon 5,84,65,244866,False,2002-06-25,0.0745,0.607,0.76,0,0,0.0595,-5.229,1,0.0482,88.059,0.805
2002,El Primer Tonto,Cardenales De Nuevo León,70,67,170093,False,2002-01-01,0.262,0.798,0.635,7.78e-06,2,0.0492,-6.996,1,0.0481,95.275,0.797
2002,El Numero Uno,Los Incomparables De Tijuana,50,63,236160,False,2002-06-04,0.228,0.755,0.658,0.00014,10,0.0298,-6.364,1,0.0722,112.835,0.965
2002,Mi primer millon,Bacilos,67,74,237386,False,2002-06-25,0.201,0.745,0.924,5.01e-05,5,0.121,-3.898,1,0.0355,103.033,0.909
2002,White America,Eminem,89,65,324546,True,2002-05-26,0.0103,0.558,0.615,0,1,0.105,-5.641,1,0.229,76.673,0.16
2002,Heavy Soul,The Black Keys,70,63,128893,False,2002-05-14,0.53,0.431,0.617,0.00553,0,0.122,-3.125,0,0.0496,98.167,0.873
2002,The Best Of Me,The Starting Line,46,60,258266,False,2002-07-16,0.001,0.533,0.802,0,4,0.314,-4.212,1,0.0384,106.969,0.293
2002,Where Are You Going,Dave Matthews Band,63,58,231866,False,2002-07-16,0.5,0.444,0.583,0.15,7,0.105,-8.121,1,0.0259,97.492,0.258
2002,El Problema,Ricardo Arjona,75,73,330373,False,2002,0.507,0.626,0.714,0.000851,0,0.101,-3.824,1,0.0259,99.907,0.484
2002,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,"Santana, Michelle Branch",70,64,254466,False,2002-09-30,0.0714,0.59,0.929,0.000153,2,0.0598,-3.236,1,0.0478,119.818,0.674
2002,Girls & Boys,Good Charlotte,64,63,183493,False,2002-10-04,0.00212,0.663,0.72,0,3,0.358,-5.497,1,0.0331,135.342,0.608
2002,Bright Lights,Matchbox Twenty,67,59,234426,False,2002-11-01,0.0134,0.319,0.732,0,4,0.658,-4.475,1,0.0436,80.195,0.2
2002,Heaven,"DJ Sammy, Yanou, Do",53,66,233600,False,2002-02-26,0.0011,0.571,0.953,0.000606,8,0.226,-5.601,1,0.0548,137.965,0.601
2002,Chic 'N' Stu,System Of A Down,78,64,143626,False,2002-11-26,0.0169,0.611,0.795,0,6,0.116,-3.428,1,0.04,95.756,0.384
2002,Jerk It Out,Caesars,51,67,195666,False,2002,0.0171,0.58,0.981,1.07e-05,8,0.386,-2.603,0,0.06,134.007,0.861
2002,Innervision,System Of A Down,78,65,153773,False,2002-11-26,0.000201,0.445,0.953,0.0244,5,0.357,-2.267,0,0.099,120.013,0.233
2002,Baby,Ashanti,70,59,265706,True,2002-01-01,0.0084,0.567,0.58,5.37e-06,4,0.0342,-5.757,0,0.223,157.596,0.46
2002,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande","George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",63,66,207266,False,2002,0.927,0.0939,0.0336,0.83,2,0.0954,-24.041,0,0.0606,67.359,0.0516
2002,Word of God Speak,MercyMe,62,57,187573,False,2002,0.834,0.306,0.304,0,0,0.154,-8.178,1,0.0288,139.32,0.277
2002,Fotografía,"Juanes, Nelly Furtado",75,72,238133,False,2002-01-01,0.292,0.486,0.715,0,7,0.195,-4.417,1,0.0519,84.092,0.637
2002,Si Ella Supiera,Cardenales De Nuevo León,70,64,172120,False,2002-01-01,0.307,0.85,0.602,0.000329,0,0.0692,-6.522,1,0.0454,96.17,0.898
2002,Get Free,The Vines,53,64,126573,False,2002-01-01,0.000163,0.502,0.978,1.27e-06,7,0.287,-3.278,1,0.0649,138.811,0.603
2002,Comer a Besos,Los Temerarios,76,65,226546,False,2002-06-01,0.192,0.742,0.743,0.00885,2,0.119,-7.099,0,0.0358,162.057,0.65
2002,I Gotta Find Peace of Mind - Live,Ms. Lauryn Hill,71,62,558973,False,2002-05-07,0.813,0.495,0.505,2.01e-06,7,0.117,-10.034,1,0.409,173.612,0.657
2002,Over My Head (Better Off Dead),Sum 41,71,57,149306,True,2002-01-01,0.00222,0.44,0.919,0.00503,7,0.0892,-4.462,1,0.0735,184.324,0.773
2002,Why Don't We Fall in Love,Amerie,53,59,159293,False,2002-07-30,0.0673,0.551,0.773,3.39e-05,11,0.0511,-6.578,0,0.101,90.003,0.649
2002,We Ready,Archie Eversole,40,58,232480,False,2002-01-01,0.072,0.756,0.532,0,6,0.0579,-6.508,0,0.0934,149.975,0.869
2002,The Man Comes Around,Johnny Cash,72,63,266733,False,2002-01-01,0.52,0.635,0.584,0.0951,0,0.962,-7.912,1,0.144,97.067,0.753
2002,Guaracha Sabrosona,Alberto Pedraza,55,66,219026,False,2002-11-27,0.0275,0.89,0.504,0.00277,7,0.0519,-8.819,1,0.0891,90.454,0.578
2002,I Can See Clearly Now,Jimmy Cliff,58,64,196000,False,2002-06-11,0.00482,0.799,0.662,0.000505,7,0.0484,-8.585,1,0.0347,120.082,0.717
2002,Thugz Mansion - 7 Remix,"2Pac, Anthony Hamilton",78,63,247600,True,2002-01-01,0.299,0.703,0.639,0,5,0.139,-6.183,0,0.281,87.908,0.893
2002,Hailie's Song,Eminem,89,65,320640,True,2002-05-26,0.0168,0.787,0.731,8.7e-05,7,0.0839,-3.295,1,0.156,80.98,0.511
